icon_id,current_status,existing_internal_review,maximum_narrow_run,minimum_sampled_ink_gap,file
jar-jar-binks,pass,True,4.4915,0.1762,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/jar_jar_binks_5d2544d5_2bb4_4a21_948a_315da03b0cf4.py
jellyfish-group,pass,False,10.2105,0.7944,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/jellyfish_group_c9bdc48d_a72f_41ce_9b7a_6a465d1111ed.py
jellyfish-group-v3,pass,False,10.2105,0.7944,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/jellyfish_group_v3.py
jet-ski-motion,pass,True,13.4541,1.5817,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/jet_ski_motion_b7fa34ad_e511_4f03_9aa0_b88e31deb2f8.py
jigsaw-light-bulb,fail,True,3.497,2.0568,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/jigsaw_light_bulb_8013a3c2_dcf3_475e_98f6_cb6db629e137.py
kayak-paddler,pass,False,14.4638,1.0389,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/kayak_paddler_c51cc00e_dd9f_440e_8ac5_4fa3309dcf54.py
kimono,pass,True,3.4943,2.5258,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/kimono_5dc645c5_4bfe_5f4c_b044_794dca019d0a.py
kiss-blush,fail,False,2.2081,2.3246,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/kiss_blush_8bf97a21_ff13_5cb7_954c_403ce4978e36.py
knife-scratching-surface,pass,True,6.4902,2.0814,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/knife_scratching_surface_f10240f2_3d0b_4bbc_84f3_32d2004d4495.py
koala-with-branch,fail,True,16.4857,-0.0078,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/koala_bamboo_95f00a8c_536e_5767_97fa_8968fad8e99a.py
kris-dagger,pass,True,5.7374,1.81,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/kris_dagger_9bac9bab_8cfa_41ca_987b_8393aa3e693f.py
lamp,fail,True,10.4409,2.2102,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lamp_8fffde25_08b0_46d2_9123_537377f28274.py
lance-leaf-plant-in-rounded-pot,fail,False,13.4942,1.3072,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lance_leaf_plant_in_rounded_pot_b0aa705a_410e_487d_a255_08a516981716.py
launching-rocket-oval-window,pass,False,2.2303,1.3144,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/launching_rocket_oval_window_333e59a6_020c_5ee8_88db_84be7c39ea0f.py
leaping-antelope,fail,True,4.7421,-2.7094,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/deer_jump_79daad3e_b421_490c_80f2_e08549dfba1b.py
leaping-antelope-v2,fail,True,3.2154,-2.7094,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/leaping_antelope_v2_79daad3e_b421_490c_80f2_e08549dfba1b.py
leaping-antelope-v5,fail,True,4.7421,-2.7094,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/leaping_antelope_v5.py
leaping-dolphin,fail,True,8.748,-0.7416,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dolphin_c0fe22a4_31db_554f_b6d7_6ce3be390288.py
leaping-dolphin-v2,fail,True,8.4946,-0.7302,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/leaping_dolphin_v2.py
leaping-hammerhead,fail,True,17.4746,-1.9754,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shark_hammer_fish_81d0c757_f2c2_5412_a942_65c0af7e738d.py
leaping-marlin,pass,True,4.9915,3.1941,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shark_swordfish_62cae7c5_b221_5640_af8e_3e439786f697.py
leaping-marlin-v2,fail,True,4.9953,3.1938,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/leaping_marlin_v2.py
leaping-orca,fail,False,3.2444,1.8357,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/orca_whale_2c27c974_982c_51c2_b118_2da9443f5956.py
leaping-rabbit,fail,True,10.2467,-2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rabbit_running_5a74fdf4_e500_5569_9d8c_fa2c1fe5ad69.py
leaping-rabbit-v2,fail,True,10.2467,-2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/leaping_rabbit_v2.py
leaping-swordfish,fail,True,4.4986,-0.0354,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shark_swordfish_fish_d69b22f5_097c_45b3_8e3b_134d50bc2fdc.py
left-right-direction-arrow,fail,False,5.747,-2.1342,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/left_right_direction_arrow_4b7fcd05_a100_466d_aaec_fe23614988ed.py
legal-scale-1,fail,True,17.1559,0.9784,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/legal_scale_1_fdd3c820_b393_4768_9d70_ae254dcf010e.py
lesbian-lgbt-symbol,fail,False,2.2498,2.6628,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lesbian_lgbt_symbol_180dee8c_f605_55c4_bd03_4306640eb7bc.py
lever-tap-with-droplet,pass,True,22.9766,1.1282,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lever_tap_with_droplet_06c97b13_f3d6_4d63_b749_4a7cda20970c.py
lgbt-gift,pass,True,6.4552,1.4473,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lgbt_gift_034cf1cf_c3f3_47c2_a810_a06b2e972420.py
lift-hook-box,pass,True,4.0,-4.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lift_hook_box_c368d189_0003_5241_889d_bf5b16aa99f6.py
lightning-bolt,fail,False,15.2378,-2.6431,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lightning_bolt_bad99eb3_3540_4456_b31a_719aa0b5004d.py
lightning-with-wrench,pass,True,5.7379,1.2082,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lightning_with_wrench_7a4d7838_471b_4d28_87da_ddd67295cbe7.py
live-webpage,fail,True,12.7441,-2.0266,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/live_webpage_bc0ed7b2_3ed8_4548_807a_492202dac5f4.py
llama,fail,True,5.4994,0.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lama_c296f6df_7f03_557e_90f3_1cb6a7f08661.py
lobster,fail,False,9.1857,-3.9989,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shellfish_lobster_9a13b720_4d4a_4f90_a952_2dc87f3480fe.py
lock-ae80ad8e,review,False,6.9528,1.5795,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lock_ae80ad8e_78ff_4d1d_a60a_d6c106563f5d.py
long-sporting-rifle,pass,True,20.7322,-0.3591,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/long_sporting_rifle_0f979459_ea45_4f2e_b3ab_3ab2403cc849.py
looped-swan,fail,True,27.2098,-0.4948,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/swan_d24dfd19_25bb_41c4_b523_eaaa8900e241.py
love-it-break,pass,True,9.2355,1.2899,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/love_it_break_83ce31d9_ff6b_5889_a265_021ed54e49b2.py
m,pass,True,11.4952,-0.6617,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/m_2c3e4fcf_81eb_41b6_a780_33d760b0dd64.py
magnetic-building-toy-node,fail,False,3.7129,2.3469,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/magnetic_building_toy_node_85c569db_4bac_5b00_820c_70809dc82800.py
mammoth-head,fail,True,13.4912,-2.0842,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/mammoth_elephant_1fd053b8_c577_5911_9707_fcba592859d3.py
marvin-the-martian-head,pass,True,7.7481,2.0141,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/marvin_the_martian_head_228ceefb_7614_42da_aa56_bf1244d6a075.py
mastodon-logo-1,fail,True,18.2327,-0.132,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/mastodon_logo_1_64a67a06_6c5c_4d48_a6cd_25ab4d165966.py
material-ui-logo,fail,True,8.4881,2.9529,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/material_ui_logo_4bab5995_9993_44a4_941d_fd5906950e0d.py
md-letters-underlined,pass,False,12.2499,-1.9111,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/md_letters_underlined_8f859757_d9ba_4d92_8889_0e22b2a1aeb2.py
meerkat,fail,False,7.992,-2.8149,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/meerkat_b4920684_b8a7_4041_8e84_67476dd1c016.py
meeting-headphone-wireless,fail,True,4.46,0.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/meeting_headphone_wireless_5b320b4e_ed89_4f2f_be89_6e9fdbbeecce.py
messages-bubble-with-dots,pass,False,2.9992,0.5787,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/messages_bubble_with_dots_a1a51949_b13a_41fa_81ae_78731ae3349e.py
microphone-karaoke,pass,False,2.244,1.6848,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/microphone_karaoke_5ae391a9_9356_50c7_bd0a_64b441bf643b.py
milestone-marker-divided,fail,True,21.0,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/milestone_marker_divided_66f1b7f1_111d_4758_8794_ad6566655bbf.py
military-drone-overhead,fail,True,2.995,2.129,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/military_drone_overhead_e69b65dc_1f55_4022_b7dd_ae536b0ce78f.py
mn-letters-underlined,pass,False,12.2499,-1.9111,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/mn_letters_underlined_29d5f990_d45a_4a45_b57d_009d40fb1d94.py
money-plant,fail,False,4.2236,2.3773,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/money_plant_ffaf42d2_7401_4c82_b8d6_168a72a6a01c.py
moon-and-star,pass,False,3.2456,2.6311,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/moon_and_star_b7ea547a_6e38_4494_be1a_8e7ed00dd417.py
moon-rain-cloud,fail,False,3.242,2.5315,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/moon_rain_cloud_93e91edf_3294_4be6_b0ea_84ff55057f87.py
moon-rain-cloud-v2,fail,False,3.242,2.5315,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/moon_rain_cloud_v2.py
moon-right,pass,True,11.9907,-1.8515,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/moon_right_97ddca27_a201_4081_8fac_1c56fa33848a.py
moon-stars,fail,False,4.4935,-3.0999,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/moon_stars_03d5a6ef_0ab4_4814_b457_750fd4c3669f.py
mosquito,fail,False,14.4724,-2.3343,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dragonfly_0145bda3_5e60_4e2f_b201_09ab64a9f332.py
mosquito-v2,fail,False,14.4724,-2.3343,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/mosquito_v2.py
mountain,pass,False,2.2487,0.9662,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/mountain_1990b78d_fa2b_41f9_81b9_9d3eacf11984.py
mouse-with-long-tail,fail,True,8.7318,-2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/mouse_tail_5de17e52_807d_512f_bec7_d16365517673.py
multiple-neutral-1,pass,True,6.4977,1.0037,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/multiple_neutral_1_9efa6ac4_2ff0_4b39_a31e_f7c05686d8cb.py
music-clef,pass,True,10.4872,1.5576,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/music_clef_7b729f41_589f_5522_afeb_95562d668db3.py
nagras,fail,False,12.74,-1.9794,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/nagras_77f75ef4_1911_5c7c_82f6_d57fdf63d83e.py
nagras-money,fail,True,10.6986,-2.1343,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/nagras_84618b8f_5dee_4f44_9380_893ba067f0b2.py
nautilus-shell,fail,True,64.4499,-1.1087,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/squid_shell_9f60d217_caba_47c7_be7c_5f630e4024ae.py
navigation-arrows-left-interface-essential,fail,True,3.4988,3.7782,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/navigation_arrows_left_4069ed45_da1b_585a_8cd7_896cccee9989.py
ne-letters-underlined,pass,False,21.2199,-2.2587,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ne_letters_underlined_a54812d2_f0ae_4c8c_aec5_a9e3a0071ab2.py
network,pass,False,2.2278,1.4901,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/network_1e9f2473_7774_5d81_917a_5de0d098f445.py
night-moon-new,pass,False,16.2372,-2.403,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/night_moon_new_75e95362_6f82_516f_82b9_18f4032c9401.py
night-moon-new-weather,pass,True,14.7368,-2.0927,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/night_moon_new_a536fc47_6f94_5e17_b9f2_2d154444dfc3.py
nineties-label,fail,True,9.9385,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/nineties_label_eaca60f6_1764_4315_b59f_730ecf0e7458.py
number-three,pass,False,4.4932,-3.395,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/number_three_bcab6ecb_37df_5759_b84a_fd8cc3e8ed8c.py
obelisk-on-plinth,fail,True,2.2481,1.8543,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/obelisk_on_plinth_58e11e3e_2b0c_402a_935d_87f070933827.py
obelisk-with-cloud,fail,True,2.2481,1.8543,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/obelisk_with_cloud_2a16d57f_15a5_5df4_ad22_63fd1746b530.py
office-folder-sealed,fail,True,24.7305,1.5797,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/office_folder_sealed_612a7027_d24a_5b4f_b90f_0091cbbdf60f.py
ok-hand-gesture,pass,False,10.7464,-2.0009,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ok_hand_gesture_0e434293_d74f_5213_b6de_208f8ec14318.py
one-chilli,pass,False,3.246,2.5884,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/one_chilli_d2b0b7f2_a11c_4070_ad95_4be975eeef1e.py
one-day-label,fail,True,7.2063,1.503,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/one_day_label_f1dbc1f6_7ce5_41b6_98fd_726c2d1d0f09.py
one-eye-smile,fail,False,17.3283,1.1042,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/one_eye_smile_18e73746_a8ab_59ae_9a0b_eaa957c620bb.py
onigiri-japanese-riceball,pass,True,7.9914,3.2012,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/onigiri_japanese_riceball_02bc5d40_f3c4_5eb5_84b8_5660c7e3cdd7.py
open-cuff-bangle,fail,True,21.2456,3.5648,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/open_cuff_bangle_eae03353_ee32_5ad5_8cc4_11d30c280629.py
open-end-maintenance-wrench,fail,True,5.2457,2.286,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/open_end_maintenance_wrench.py
open-end-maintenance-wrench-v2,pass,True,11.4958,0.4833,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/open_end_maintenance_wrench_v2_84fb7e61_b49f_55ac_84ad_9cf6695dd63d.py
open-hand-with-rounded-bracelet,pass,True,2.9949,1.4792,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/open_hand_with_rounded_bracelet_a2887055_760f_49bf_891b_ea35d76e023d.py
open-jaw-trap,pass,True,8.2224,2.0009,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/open_jaw_trap_84bf6aa6_6941_407f_ace3_91e52015b6ea.py
open-mouth-crocodile,fail,False,5.2457,0.9615,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/reptile_hippo_4b3f8555_9dd9_5eed_9e14_306ed68ff106.py
openstack-logo,pass,False,2.25,0.002,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/openstack_logo_9a53e071_bb27_4732_8d3f_37c0d04008f8.py
orchid-in-shallow-planter,fail,True,31.96,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/orchid_in_shallow_planter_1671babf_646b_4546_9934_15f0b91cdf66.py
ostrich,fail,True,4.2491,1.7093,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wild_bird_6b97d2b6_cbee_4a4c_a3bc_97bf58f6c391.py
outdoors-camp-fire,fail,False,2.2459,0.6887,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/outdoors_camp_fire_e79029cc_1cc4_41cb_87c3_cb06d318b0ed.py
outdoors-machete,pass,True,13.4517,2.2425,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/outdoors_machete_13df796c_e4d1_4a16_97fa_eb423cf09cba.py
outlined-lambda,pass,True,3.9944,3.8048,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/outlined_lambda_4cd0c002_8b03_5e29_8d64_2721a4a018cb.py
overlapping-clapping-hands,pass,True,3.9997,2.4569,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/overlapping_clapping_hands_022ed6ca_1bba_4414_9cf4_8d828d81df26.py
owl-head,fail,True,8.4938,0.3712,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wild_bird_owl_9c25c01a_0cb7_5bcc_be3b_bc55d5411b62.py
owl-head-v2,pass,False,10.7411,-0.2321,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/owl_head_v2_9c25c01a_0cb7_5bcc_be3b_bc55d5411b62.py
p-plus-b-text-sign,fail,False,2.2435,3.0143,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/p_plus_b_text_sign_dfc037b7_3cf4_5183_a3ea_94c433baaa81.py
p-plus-r-text-sign,pass,False,2.2435,3.0143,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/p_plus_r_text_sign_672045df_37a3_5dc6_a6d4_80e71269be1b.py
paintbrush-symbol,pass,True,14.9701,0.5793,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/paintbrush_34da4047_8adb_44d7_8fac_ef87b6b6b4ee.py
palmistry-hand,fail,True,7.9895,0.0065,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/palmistry_hand_a0648045_9893_5531_ba83_222b2912e64c.py
parking-lights,pass,False,10.2105,0.7944,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/parking_lights_e56b6a3f_709d_40dc_add6_9d68d751d1cc.py
paw-print-small-outer-toes-v2,fail,False,6.9528,1.5795,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/paw_print_small_outer_toes_v2_193cadb3_56bf_56a6_8cdf_a6db99d7d95e.py
paw-print-small-outer-toes-v3,fail,False,6.9528,1.5795,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/paw_print_small_outer_toes_v3.py
pdf-trefoil-logo,pass,True,6.7371,-1.9151,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pdf_trefoil_logo_e5772ae5_6260_4859_a6ab_c6216f211330.py
pearl,pass,True,10.7295,0.3657,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pearl_3e6bf106_b5c7_4e50_a890_c966c81a9369.py
pelican-on-water,fail,True,20.249,-1.0596,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pelican_a64f3ff4_3dac_4e77_9941_a21f45a74c31.py
pelican-on-water-v2,pass,False,8.4876,-2.2617,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pelican_on_water_v2.py
pelican-on-water-v3,fail,True,20.249,-1.0596,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pelican_on_water_v3.py
pelican-on-water-v4,fail,False,11.2494,-1.0598,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pelican_on_water_v4.py
pelican-on-water-v5,pass,False,8.4876,-2.2617,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pelican_on_water_v5.py
pen-8c7f7f5f,pass,True,12.2211,-0.4601,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pen_8c7f7f5f_bef6_4d10_8dac_a93a4842e584.py
pen-design,pass,True,12.2211,-0.4601,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pen_37a5c754_79da_4f01_8085_be2286e7b21f.py
penalty-card,pass,False,2.7224,1.3347,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/penalty_card_6a47f428_2cad_4abc_90d3_44803c238d8d.py
pencil-marking-ballot,pass,True,3.4954,3.2259,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pencil_marking_ballot_8baf23d7_4390_4407_a5c3_c22b45141f27.py
pencil-sketch-design,fail,True,9.4953,1.0161,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pencil_sketch_7867b811_86a3_5125_8824_2c83f4113979.py
perched-bird,fail,True,4.2344,2.3111,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wild_bird_eagle_222f755f_6e1c_48fe_a3c3_327c5cc80423.py
person-beside-surfboard,pass,False,2.4962,3.0271,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/person_beside_surfboard_4394c3a4_148d_4234_842b_4dbdd29ad331.py
person-seated-under-lamp,pass,False,2.2435,3.0144,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/person_seated_under_lamp_792a93a1_5358_4e2a_bec7_9ae27256ac06.py
person-slipping,pass,True,7.9404,1.0015,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/person_slipping_83429111_05e6_413f_a4b9_97c0747e3712.py
person-standing-body,pass,False,2.2464,3.0294,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/person_standing_body_ec7a6da0_b454_410a_8b8d_1cebad7fa490.py
pets-allow,pass,True,9.2367,-1.7078,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pets_allow_eb4d6c32_3a9f_5788_8ea2_e36095e0f764.py
phone-1,pass,True,19.4746,3.6607,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/phone_1_7099417a_0fa8_4ad5_84bf_e77a845b942a.py
picker-take,fail,False,3.7472,1.4006,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/picker_take_b4f371c6_c5e7_45dd_8d80_8cefea43094a.py
pine-f98a2e8b,pass,True,3.2459,-0.1828,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pine_f98a2e8b_5ad3_4faa_93ec_ec561d2f996b.py
pine-symbol,pass,True,3.2463,0.1383,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pine_b0aed9fe_a6b3_4563_a48a_d62a019d2531.py
plane,pass,True,8.2337,2.0815,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/plane_39150a1e_77de_4299_ad47_aea402520e87.py
plane-1,pass,True,3.2496,2.4099,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/plane_1_18f96efa_93ca_4c4e_9556_e131c14f8073.py
plane-1-travel,pass,True,8.7419,-0.8234,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/plane_1_d64bbae0_775c_45ae_a797_8152cc224a80.py
plane-on-runway,fail,True,12.2344,-0.5234,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/plane_on_runway_c2782429_745d_5835_abe8_ed5499875d12.py
plumed-battle-helmet,fail,True,2.9996,2.703,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/plumed_battle_helmet_8214f96f_5065_5adb_8225_f44c3d1738eb.py
pocket-multitool-can-opener,pass,True,16.2035,0.6405,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pocket_multitool_can_opener_97b7a747_2b5e_587d_b9cc_85a896c7b54b.py
pointed-paintbrush,fail,True,16.1982,1.4847,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pointed_paintbrush_e2452464_4988_4b2f_a220_0a5f8d32cc3e.py
pop-up-alert,fail,False,5.435,1.4725,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pop_up_alert_1f2d1b12_2c74_4b57_91be_a4a84e1da748.py
potted-round-topiary,fail,True,15.974,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/potted_round_topiary_33ccabe2_7cfa_52c7_80d5_bf01255f37b6.py
potty-with-steam,fail,True,16.9836,-2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/potty_with_steam_145df94c_38fe_4a63_b878_f9b0d6c352db.py
praying-hands,pass,True,10.9841,0.6868,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/praying_hands_f9dce8af_e570_53d4_a5f0_38448c1f750b.py
pregnancy-condom,pass,True,2.4978,-0.2778,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pregnancy_condom_f75fbe0c_9baa_5e37_ad68_e15a64925d22.py
pregnant-belly-with-heart,fail,False,2.2496,2.1365,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pregnant_belly_with_heart_d8bedcbd_494e_5cf0_967f_4c5dac6cee67.py
propeller-plane,pass,True,10.7312,0.6013,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/propeller_plane_c880fc07_1ef2_4a42_8a1c_f54f78a7842b.py
protection-helmet,pass,True,12.2368,3.1234,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/protection_helmet_57952e22_e183_5dd9_872b_5214ae9a25fc.py
protester-carrying-flag,fail,False,4.7275,-4.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/protester_carrying_flag_0f3f951b_efd9_4984_97c6_cd6a6f95b6fd.py
proton-preview,fail,False,6.9528,1.5795,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/proton_preview_a59dce1d_df8f_4b36_a178_738d4288393a.py
prowling-puma,fail,True,3.9912,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/puma_b24caa0c_3455_405c_8bcb_6097cd936a3c.py
pulse-wave,pass,False,13.2496,-2.0265,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pulse_wave_b72cc5be_6a7a_49fa_a8c0_4cc46d5c8a90.py
