id,concept,old_categories,new_categories,reason,linked_profiles
0cd3e764-8400-45e7-b690-0339e73614ac,Sticky Note Paper,combination other,combination other primitives-generate,other-generate,SOLO48
0b79dbcd-029c-4c05-baad-34d720b23be7,Email Virus Bug,other,other primitives-generate,other-generate,SOLO48
0baca945-4ec6-4025-95ae-cd2fad5c8bac,Financial Candlestick Chart,other state,other state primitives-generate,other-generate,SOLO48 SUB32
0c1a0aa7-57bd-5db1-a8b8-7d6c50131790,World Map Planet Earth,maps other,maps other primitives-generate,other-generate,SOLO48
0ceae122-4d52-44c0-84da-c9168dce14c9,Artist Paint Brush,other,other primitives-generate,other-generate,SOLO48
0cf958ba-5301-4dcc-97c3-333946cc8c47,Medium UV Index Gauge,other,other primitives-generate,other-generate,SOLO48
5473937d-c579-47bd-9ac8-1ed8c210eb47,Diagonal Paperclip Attachment,other,other primitives-generate,other-generate,SOLO48
54a12c47-2b42-4009-a41b-1b8ab3a9ef93,Indian Rupee Currency Coin,other,other primitives-generate,other-generate,SOLO48
54c4c96e-2201-4fc6-9905-c97205f79810,Circled Curved Share Arrow,state other,state other primitives-generate,other-generate,SOLO48 SUB32
55606b28-310c-4be8-8fcb-e228f769d500,User Profile Avatar,symbol other,symbol other primitives-generate,other-generate,SOLO48
5591f9ab-2015-4a0f-b3a4-fb3a7917dd9b,House with closed door,other,other primitives-generate,other-generate,SOLO48
559ed38a-1f07-5d60-b238-2442afb4acae,Transgender Identity Symbol,users other,users other primitives-generate,other-generate,SOLO48
55aea54c-8ead-4f93-95cd-761c80ea7215,Simple Dog Head Profile,pets other,pets other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
55bd9f6e-12a9-4d3a-9646-c1852d270efe,Interlocking Chain Link Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
55d4a39f-2307-4a74-8263-cac55d88920b,Front View Car,transportation other,transportation other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
55d86d50-5f31-41c5-8057-8a88c92a68bc,Beamed Eighth Musical Notes,music state other,music state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
563b0b14-308a-4b0a-a664-4ae3e56c8366,Dollar Coin Symbol,state other,state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
56745c4d-820e-4bdb-9aa5-f3fbd6b451ab,Fork and Knife Utensils,food other,food other primitives-generate,other-generate,SOLO48
567f7df5-55ba-4b86-8f69-4c5a4f43e848,Counter Clockwise Circular Arrow,container other,container other primitives-generate,other-generate,SOLO48
57a71ef9-0c30-4a25-a290-84a6666d4f6e,Banknote Currency Money Bill,other,other primitives-generate,other-generate,SOLO48
583713b2-971b-4291-9cf1-6d5603710ebd,Left Pointing Arrow,arrows state other,arrows state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
58550e91-56c8-4fc1-9250-b6b1f7a68cbb,Smart Watch With Dollar Sign,combination other,combination other primitives-generate,other-generate,
5995040d-c60a-445f-aba5-86c33132c6d0,Bookmarked Storage Card,other,other primitives-generate,other-generate,SOLO48
5a531ee0-acc0-409b-9f0b-cfffcb853637,Upward Pointing Directional Arrow,symbol other state,symbol other state primitives-generate,other-generate,SOLO48 SYMBOL32
5a80cb54-e04f-5e41-ba53-6892a6852f05,Hand Pointing Down,other,other primitives-generate,other-generate,SOLO48
5ae6e559-27d0-490b-b13a-e0950315fc03,Minimalist Residential Home,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
5dd7944c-8248-40cb-8bd4-400ceb51cae0,Car Repair and Maintenance,other,other primitives-generate,other-generate,SOLO48
5e6242e4-4ccf-4be2-b9b7-c4e89bae22c3,Zero Grams Weight Measurement,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
5e8f5a5b-e11d-504a-a164-59272de1b158,Multi Story Apartment Building,building other,building other primitives-generate,other-generate,SOLO48
5f8b0c10-3a29-4176-a184-390132506281,Underlined Os Text,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
56e61485-e96e-4abc-979b-4c528e31a3d1,Circular Cross Symbol,other,other primitives-generate,other-generate,SOLO48
5706e04c-a8e5-454e-8748-3fdd49beb24f,Movie Clapper Board with Play Button,other,other primitives-generate,other-generate,
57ab4c8c-2650-4ab8-8d0f-ba63420543ce,Smartwatch with Yuan Symbol,combination other,combination other primitives-generate,other-generate,
5a995150-c304-47e5-a26b-df31460a9059,Video Play Button,state other,state other primitives-generate,other-generate,SOLO48 SUB32
5aa2cae3-ce6d-4cd7-92d4-a010f71d4238,Sale Typography Label,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
5abebadf-07cc-4dfe-8b04-14185894b503,Simple Magnifying Glass Tool,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48
5b795893-a150-4628-bb58-d92b32b39cdb,Air Quality Particulate Matter 2.5,symbol other,symbol other primitives-generate,other-generate,
5b9c3b71-2b29-4560-8949-289b5ff5bd10,Crescent Moon Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
5c963504-9db5-4ed1-bcfa-7f38ac3f5fb1,Medical Consultation Chat Bubble,other,other primitives-generate,other-generate,SOLO48
5daad2a0-1899-447f-a4db-7072ef776e5c,Square Repeat Arrows,combination,combination primitives,added-primitives,SOLO48
5e331499-062d-4a4a-965e-e100d55ce756,Horizontal Measurement Markers,state other,state other primitives-generate,other-generate,SOLO48 SUB32
5e8b621f-4f10-4323-943d-1337196c6e73,Two Standing Human Figures,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
5f0b9553-2b56-4575-9b6d-dc2846b96cc3,Platform Weight Scale with Dial,other,other primitives-generate,other-generate,SOLO48
602db514-f9ff-4dc0-874b-ecc9030684ee,GDPR Data Privacy Text,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
60f4eb7a-cdc1-4941-98b0-fe05e2ef4eea,Kitchen Oven Appliance,container other,container other primitives-generate,other-generate,SOLO48
58b163d6-7209-57b0-be23-7a6169293805,Car Front View,transportation other,transportation other primitives-generate,other-generate,SOLO48
5a3d7973-ece6-5338-a408-973670de2b0b,Closed Book,content other,content other primitives-generate,other-generate,SOLO48
5a60755a-84e0-4d24-9372-1ab838965a3f,Person Downhill Skiing,symbol other,symbol other primitives-generate,other-generate,SOLO48
5a6783f5-2ff0-45f5-bf14-6058dbfbeb5c,Television Play Screen,other,other primitives-generate,other-generate,SOLO48
5a721d86-65a5-58df-97b3-84d64cb4f205,User Profile Avatar Icon,photography other,photography other primitives-generate,other-generate,SOLO48
5ab3ac50-c850-4e2d-9757-c6093f013562,Hemisphere Globe Grid Icon,other,other primitives-generate,other-generate,SOLO48
5bcfe5e1-9b28-4166-b6be-071e05c0a87f,Magnifying Glass Search Icon,other,other primitives-generate,other-generate,SOLO48
5c48e4cd-7e6c-4903-8a9d-8562b0e49909,User Profile with Plus Symbol,state other,state other primitives-generate,other-generate,SOLO48 SUB32
5ce3cc92-9226-563d-a2e4-a2f5ea134204,Evergreen Pine Tree,nature other,nature other primitives-generate,other-generate,SOLO48
5d7c349d-b71c-4d9c-b0af-6c2857180992,Notification Alert Bell,other,other primitives-generate,other-generate,SOLO48
5d9db826-3f1d-489d-b7b6-bf5b50bbe949,Precious Diamond Gemstone,money state other,money state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
5dce7e9a-2184-434a-9e94-71138d2b612d,Crossed Out Eye Visibility Symbol,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
5ed610a0-561c-4394-96d1-35f43a6a1e6b,Single Jigsaw Puzzle Piece,other,other primitives-generate,other-generate,SOLO48
5f336f61-14a9-4b70-be0c-e2520a4a378c,Circular Typography Tool,other,other primitives-generate,other-generate,
602b9f44-f90b-48fa-a168-13fd9e4c0005,Computer Monitor with Bar Chart,other,other primitives-generate,other-generate,SOLO48
603e744e-6453-48b2-bc77-5d86475a6c47,Document with Letter F,other,other primitives-generate,other-generate,SOLO48
61b0437a-7061-4185-ae9a-ef12d4e4d434,Message Reply Bubble,container other,container other primitives-generate,other-generate,SOLO48
544f8a60-ccee-42bc-8507-07936210e82f,Browser window with pound symbol,other,other primitives-generate,other-generate,SOLO48
5a7d4a5a-de3e-4e1c-a91b-dbd8f5fc2d0c,Dog Head Profile,other,other primitives-generate,other-generate,SOLO48
5b837be7-55e1-4b2a-a555-f12ad9d4c55f,Kidney Bean Seed,other,other primitives-generate,other-generate,SOLO48
5c04a7e9-5ff0-4256-a6b8-3fa7b45bce9a,Square Face Digital Smartwatch,container other,container other primitives-generate,other-generate,SOLO48
5e3fffa5-d7af-5545-8af0-f19ba6fc443d,Bathroom Weight Scale,products other,products other primitives-generate,other-generate,SOLO48
5fe07eb3-8a47-4dac-8a74-c9f75cebee8a,Yuan Currency Money Bill,other state,other state primitives-generate,other-generate,SOLO48 SUB32
600bc5a2-131a-4e43-b134-f5e672684c21,Smartphone with Bug Symbol,other,other primitives-generate,other-generate,SOLO48 SYMBOL32
5d51dd05-eb69-498a-8a9c-a2c5b97155a3,Crossing Shuffle Arrows,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SUB32
5ee1d8ff-a85e-4f98-8d10-414df21c0f8a,Happy Smiling Face,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
5eee88bc-fb92-4ce4-863a-e465668d0185,AdBlue Diesel Exhaust Fluid Label,other state,other state primitives-generate,other-generate,
5f97107e-f15e-42cb-ae76-2769af6c5f64,Oval Chat Bubble,other,other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
602e570f-55c9-4a0a-85e7-806684d11f77,Masked Password Box,state other,state other primitives-generate,other-generate,SOLO48
60f16813-e1b8-4385-ba8d-64e2118f8e36,Left Aligned Paragraph Text,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
610efb6f-0e7e-481b-b2a4-7e9873ef369d,Quill Pen and Inkwell,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SYMBOL32
61d959f7-97b7-46a5-94a0-ea37d640fb9c,Selection List With Checkmark,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
83ba417a-6ce9-487c-b391-366664fcbce2,Simple Closed Book,container other,container other primitives-generate,other-generate,SOLO48
83ea3f1d-dfb5-4247-948a-2314faaff6ad,Rx Prescription Symbol Square,other,other primitives-generate,other-generate,SOLO48
84596dd2-069a-450e-b70c-08a8dc22159b,Megaphone Announcement Square,other,other primitives-generate,other-generate,SOLO48
84f3f807-398a-4f6c-9d2e-58805a5192a4,Monitor with Spoon and Knife,other,other primitives-generate,other-generate,SOLO48
85092961-e906-49b8-a4e0-732ce5ffbef0,Empty Battery Symbol,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
85266d86-6f31-4d3b-91ca-d5a232d0c46c,Minimalist Human Skull,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32
862e1938-ba92-42a6-be54-909eda881f11,Planet Earth Globe,maps other,maps other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
8695376b-607f-4027-8764-1695c7472784,Document With Data Graph,other,other primitives-generate,other-generate,
87b4dae7-6d5a-504e-b877-c237378af3a1,Person Wearing Headphones,audio other,audio other primitives-generate,other-generate,SOLO48
8a4bd6ce-492d-5b6a-a9ab-d8e814463361,Ski Mask Balaclava,symbol other,symbol other primitives-generate,other-generate,SOLO48
8a515529-35b3-4547-9b35-3ae486711582,Virtual Reality Headset,state other,state other primitives-generate,other-generate,SOLO48 SUB32
8d317b81-2d88-4d5c-9090-0c063df565b3,Mobile Contactless Payment,state other,state other primitives-generate,other-generate,SOLO48 SUB32
8d4e51db-4d2a-4285-a400-fd2f7b20a987,Simple Access Key Symbol,video-games state other,video-games state other primitives-generate,other-generate,SUB32
8f046672-2b23-4e45-9d31-0d3116a138d0,Square User Profile Symbol,other,other primitives-generate,other-generate,SOLO48
8f36140b-e99a-4326-95b0-eabd66bddc1d,Mercury Chemical Symbol,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
899601b3-8027-456d-b371-62fe76afbdb3,Open Reading Book,content other,content other primitives-generate,other-generate,SOLO48
89a5b77e-eda2-4d50-a5ac-835058e2b4e8,Speech Bubble With Ellipsis,other state,other state primitives-generate,other-generate,SOLO48 SUB32
8a44db68-8509-4e9a-b460-4143125c86a9,Rounded Office Clipboard,container state other,container state other primitives-generate,other-generate,SOLO48
8a588702-8526-4903-87b5-af17b3a3bf1a,Circular Virus Cell,health other,health other primitives-generate,other-generate,SOLO48
8b1d371d-3153-57bc-bfae-88944f2cfbb6,Cute Simple Cat Face,pets other combination,pets other combination primitives-generate,other-generate,SOLO48
8b71e7e7-15cf-4d31-8c76-295ef5576f53,Wrench with Lightning Bolt,symbol other,symbol other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
8bd55324-ebc3-4c07-87e6-347f46d0dae7,World Globe Planet Symbol,other,other primitives-generate,other-generate,
8c9afa4f-6b92-41b3-8bcd-f538c69afde6,Calendar With Data Pie Chart,other,other primitives-generate,other-generate,SOLO48
8d0a0eeb-161b-49dd-b5f6-5bcfc4e716d9,Auto Language Translation Symbol,other,other primitives-generate,other-generate,SOLO48
8d4aec38-b440-43a0-b4f2-b3a846ae4cb1,User Search Magnifying Glass,other,other primitives-generate,other-generate,SOLO48
8d6f684a-a473-4805-8f9d-81271c9bffbe,Medicine Bottle with Dollar Sign,other,other primitives-generate,other-generate,SOLO48
8ed961c5-a996-4c78-a7d6-d1d6baa41755,Book with Person Symbol,other,other primitives-generate,other-generate,SOLO48
88b7583b-fcb1-4d9c-af2e-e71964ebbb83,Simple Digit Number One,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
8af3a3f0-ebe3-4927-bd04-a86f8362a54f,Three Connected Share Nodes,other,other primitives-generate,other-generate,SOLO48
8b0a9ddc-8697-4997-850a-98781ee56225,PM 2.5 Air Quality,symbol other,symbol other primitives-generate,other-generate,
8bbf7706-0c15-42c5-bb67-65c3e6314509,Heart With Prohibited Circle Sign,state other,state other primitives-generate,other-generate,SUB32
8c6e78dd-8392-422f-8f4b-d2a4ec2762f7,Message in a Bottle,other,other primitives-generate,other-generate,SOLO48
8c9ae404-2f38-4d2f-996b-7c8e6495bc2b,Centimeter Measurement Symbol,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
8e974970-0198-4484-85aa-47bb0a455f4b,House with Settings Gear,other,other primitives-generate,other-generate,SOLO48
8ee52bbe-ce7b-51d9-b180-b2b8c8d6a3b4,Web Browser Interface Window,websites other,websites other primitives-generate,other-generate,SOLO48
8f42561d-3649-4f13-8301-cc0387582a7d,Information Card,combination other,combination other primitives-generate,other-generate,SOLO48
8e1100ca-39fe-4e71-b978-93997ec5e7d8,Security Protection Shield,protection state other,protection state other primitives-generate,other-generate,SOLO48 SUB32
8e6f48e2-b0a2-475f-b3ec-5c5dbe11d0ef,Professional Business Briefcase,other,other primitives-generate,other-generate,SOLO48
8f2bc2ca-50f8-49a3-87de-95aa816792cc,Victory Achievement Trophy Cup,business other,business other primitives-generate,other-generate,CONTAINER64 SOLO48
8fd374e9-da7b-4096-9042-21a95621b89a,Large Display Billboard Sign,business other,business other primitives-generate,other-generate,CONTAINER64 SOLO48
8fd64bde-c100-5696-a6ef-60d9989c5c54,Central Cube with Outward Distribution Arrows,other,other primitives-generate,other-generate,
8fe19626-3dae-5f95-be02-4dbe10f65534,Airplane Taking Off,travel other,travel other primitives-generate,other-generate,SOLO48
8fece960-4425-489e-b4df-bb3dfe7ebe00,Circular Close Icon,state other,state other primitives-generate,other-generate,SOLO48 SUB32
908d485e-3113-4818-aeae-2057781ce2d5,Front Facing Car,transportation other,transportation other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e,Hidden Visibility Eye Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
90d410c8-e7a9-4588-a960-cf1c08159a8a,Left Aligned Horizontal Text,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
90db70a4-fbe3-413b-85c4-a27bbf25fa74,Doctor with Medical Cross,other,other primitives-generate,other-generate,SOLO48
90fc82bb-b086-4cce-a291-a9e0df9a76c5,Glass Bong Water Pipe,other,other primitives-generate,other-generate,SOLO48
90ffd8be-8c2b-43c1-9cda-658b2b74c820,Stereo Music Listening Headphones,audio other,audio other primitives-generate,other-generate,CONTAINER64 SOLO48
91136439-ae9e-4bd7-833a-71e612217d7c,User Profile with ID Card,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
91199cb3-6e0d-41e0-9c27-12e09942eed6,Monitor with Check Mark,other,other primitives-generate,other-generate,SOLO48
9164134d-338e-42a2-b57a-19c5716550d1,Trash Can with Lid,other,other primitives-generate,other-generate,SOLO48
917e9e90-88a8-4573-a98f-ec5901b6b21f,Circular Notification Bell,other,other primitives-generate,other-generate,SOLO48
918437a5-0a86-5202-b6e9-257fa27ebb10,Miner Safety Helmet with Lamp,construction other,construction other primitives-generate,other-generate,SOLO48
91a7c45e-5aa1-4a35-82fe-2336553239bd,Plus Sign and Dot Sparkles,other,other primitives-generate,other-generate,SOLO48
91d69fa0-1f92-5e57-a7c5-0c49616f2eb3,Arab Man Avatar,other,other primitives-generate,other-generate,
91daaa04-622c-5ef9-b833-ef74f90bf833,Empty Document Storage Folder,folders state other,folders state other primitives-generate,other-generate,SOLO48 SUB32
9204a741-e696-415f-a720-706376b448e6,Euro Payment Computer Screen,other,other primitives-generate,other-generate,SOLO48
9277c556-7da0-4c0f-a606-79c9c8aa82aa,Uppercase Letter P,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
92836afb-27f7-417c-bcab-bbb33f3c2203,Home Maintenance and Repair,other,other primitives-generate,other-generate,SOLO48
928601b1-cc6f-4c81-b977-ad0ce69dd337,Uppercase Letters RB,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
929733e7-35b6-4e6e-bcee-05768cc7b7d3,Modern City Skyscrapers,building other,building other primitives-generate,other-generate,SOLO48 SUB32
92d8dd38-d4cf-4c21-a6ee-c09f59061b77,Open Hand Palm,container state other,container state other primitives-generate,other-generate,SOLO48 SUB32
934292aa-0c19-5266-ac04-c173d576425d,Traditional Woodcutting Hand Axe,war other,war other primitives-generate,other-generate,SOLO48 SYMBOL32
938d3539-4c60-42ce-a3e5-41e92e309fc2,Number Thirty Symbol Icon,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
9399db35-144b-46ce-ba6e-ac919438900c,Hotel Door Hanger,other,other primitives-generate,other-generate,SOLO48
93c99818-8211-47c5-bf92-9fa83e3cab72,Money Message Bubble,other state,other state primitives-generate,other-generate,SOLO48 SUB32
93e589ef-a49d-4782-8494-d3c593234d3c,Upward Pointing Chevron,state other,state other primitives-generate,other-generate,SOLO48 SUB32
94471a3a-03a7-46be-8c90-49f47745960a,Square Video Play Button,state other,state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
948619df-4023-4222-a169-4dace0131ae9,Security Protection Shield,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
94b85a93-72fe-452c-afdd-38853be5d733,Skull in Circle Symbol,state other,state other primitives-generate,other-generate,
94d3c6cc-58a9-4369-a2d0-f4c8bcd61cc3,Smartphone with Check Mark,other,other primitives-generate,other-generate,SOLO48
94ff1421-50cb-4e9c-918c-422ba8141be2,Circular Diverging Arrows,state other,state other primitives-generate,other-generate,SOLO48 SUB32
950ccfdd-4756-502a-91f1-18de6792f55a,Toolbox with Wrench and Screwdriver,other,other primitives-generate,other-generate,CONTAINER64 SYMBOL32
95368e36-69fd-40b6-94ae-03fe0a41a272,Vertical Waving Flag,other,other primitives-generate,other-generate,SOLO48
9541eb00-a034-4794-a052-1575ee33b845,Mobile Music Player,other,other primitives-generate,other-generate,SOLO48
9588b781-0809-45f9-a576-99a58685fcba,Dashed Arrow Pointing Down,arrows other,arrows other primitives-generate,other-generate,SOLO48 SYMBOL32
959794ae-1023-4273-a3cf-8add9155265b,Pet Animal Paw Print,other,other primitives-generate,other-generate,SOLO48
95e78717-28bd-4a88-951a-54d6ae9c18e6,Smart Home Power Button,other,other primitives-generate,other-generate,SOLO48
960eb0e0-a911-4c9c-883a-ff622c45b802,Database Storage Cylinder,container other,container other primitives-generate,other-generate,SOLO48
963531cf-b4bd-429d-bd6b-fd5917cf751e,Simple Shopping Bag,other,other primitives-generate,other-generate,SOLO48
964800e2-0581-4577-a754-b604122e1948,Three Sewing Pins,state other,state other primitives-generate,other-generate,SOLO48
96e78ff1-3119-4911-8baf-721686e578a7,User Profile Document,other,other primitives-generate,other-generate,SOLO48
96e78ff1-3119-4911-a3cb-caa71cc3b5br,Approved User Profile Document,other side-combination bottom-right,other side-combination bottom-right,skipped-combination-other,
9703959b-8d72-4272-aa87-6963634386ca,Circular Downward Pointing Arrow,state other,state other primitives-generate,other-generate,SOLO48 SUB32
97580ac4-7b89-40b3-93f5-d7ec65e96fa7,Cow Head with Horns,animals other,animals other primitives-generate,other-generate,SOLO48 SUB32
9788749e-24b9-44e5-a889-9835629a9ef8,Circular Downward Cursor Arrow,other,other primitives-generate,other-generate,SOLO48
97a9265b-3cf4-420c-8a2b-da7cd9955c06,Classical Spiked Warrior Helmet,protection state other,protection state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
97f9cba2-d0f7-48f9-8122-045af66053d3,Number One Hundred,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
9806d070-4409-411b-96b2-db1e999f5b9a,Two Wheeled Pedal Bicycle,other,other primitives-generate,other-generate,SOLO48
9833950b-8c65-44f3-abab-e9c805a176e2,Front View Passenger Train,other,other primitives-generate,other-generate,SOLO48
983e2642-4b41-586e-a848-7b854fac7ec7,Stacked Data Storage Cylinder,diagrams other,diagrams other primitives-generate,other-generate,SOLO48
9847ce4b-7c8d-4186-a368-17c9b4b2e18a,Parking Garage Symbol,other,other primitives-generate,other-generate,SOLO48
986af714-6fb8-449a-ad31-d5271f278137,Pound Sterling Currency Symbol,money state other,money state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
987a6dd1-3d83-40ea-b8e5-8536b255a9fb,Medical Support Chat Bubble,state other,state other primitives-generate,other-generate,SOLO48 SUB32
98829c19-571e-403d-8c1e-efe6e085e23e,Braille Document File,other,other primitives-generate,other-generate,SOLO48
9908ced6-c069-485f-a3f0-c6840a25f58e,High Volume Speaker,symbol other,symbol other primitives-generate,other-generate,SOLO48
991e767c-0d53-46c0-b400-e2914ae3c7ef,Eco Friendly Computer Monitor,other,other primitives-generate,other-generate,SOLO48
991efad5-dac4-455d-92c1-cfb4bb736b92,Muslim Man Avatar,other,other primitives-generate,other-generate,SOLO48
995ca841-d25b-4135-bff1-8fefd083a02d,Diagonal Flying Airplane,travel other,travel other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
9990b35d-e41d-404f-a3cb-caa71cc3b51f,Circular Success Verification Check Mark,state other,state other primitives-generate,other-generate,SOLO48 SUB32
99969027-edcc-4ca3-946a-a4e68acb97fe,Map Location Pin Marker,container other,container other primitives-generate,other-generate,SOLO48
6be3bbdd-720f-407c-af2d-59983752017d,Front View Passenger Bus,transportation other,transportation other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
6cbe1bf6-f7d0-4add-99b4-0d1a57f47f13,Computer Monitor with Math Symbols,combination other,combination other primitives-generate,other-generate,SOLO48
6d3b0e22-c70e-41f2-a331-84e23153ee6a,User Profile Avatar,symbol other,symbol other primitives-generate,other-generate,SOLO48
6dae9bf0-ff9d-4c48-a1b8-aba624cfab2b,Circular Pause Button,state other,state other primitives-generate,other-generate,SOLO48 SUB32
6db383b2-bb6d-42b0-9269-1f26cc85e9de,Pet Food Bowl,other,other primitives-generate,other-generate,SOLO48
6e1072a0-4940-42cc-a9a6-7eba59fa3434,Reclining Massage Chair,other,other primitives-generate,other-generate,SOLO48
6eaf361a-c125-4908-a062-3aee68b537ed,Front View Car,transportation other,transportation other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
6ee87761-4010-41b2-9a66-c4aa8cc3f7e6,Capital Letter T Symbol,other,other primitives-generate,other-generate,
6eeb8b64-353f-4d55-afc4-cee5edb7104e,Water Droplet with Reflection,smileys other,smileys other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
6f318fe0-f892-436c-85ec-2fd600044785,Circular Refresh and Sync Arrows,symbol state other,symbol state other primitives-generate,other-generate,SOLO48
6f726eee-0b48-4d02-a8a9-94fafa29d0f0,Simple House with Front Door,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
6fa1ce5b-48af-4189-80e1-5043fdcf9429,Digital Photo Camera,photography other,photography other primitives-generate,other-generate,CONTAINER64 SOLO48
6fd53a7d-aab1-479b-9e12-e2f8acddcfb2,Online T-shirt Shop Webpage,other,other primitives-generate,other-generate,SOLO48
6fdfd401-d05a-46a2-a4d7-4cc5b8329462,Single Natural Leaf Symbol,other,other primitives-generate,other-generate,SOLO48
70481c40-381c-4ab0-98bc-1790ce114c1e,Programming Code Symbol,state other,state other primitives-generate,other-generate,SOLO48
704fbfc7-8565-458d-83d3-502a2bedf683,House with Paw Print,other,other primitives-generate,other-generate,SOLO48
70992897-5703-44f1-b32b-410282375607,Web Browser with Pound Sign,other,other primitives-generate,other-generate,SOLO48
70f23b14-d195-42bb-8255-807a7adba23b,Mobile Contactless Euro Payment,state other,state other primitives-generate,other-generate,SOLO48 SUB32
710c81fd-6fdd-45a1-b7ed-cc8825ddf0d9,Open Book with Text,content other,content other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
711a2c5d-d717-4323-bfb3-b8720f7c5d0d,Trash Can with Lid,other,other primitives-generate,other-generate,SOLO48
713363eb-bbe5-4962-bce9-7de2465bfdd4,Magnifying Glass with Bacteria,other,other primitives-generate,other-generate,SOLO48
714605ab-9a21-4e2c-89fe-40c1921cee48,Drawing Board on Tripod Easel,design other,design other primitives-generate,other-generate,SOLO48
7166f712-4d90-4e1d-9e81-eb0a413b8372,Two to Zero Score,symbol other,symbol other primitives-generate,other-generate,TEXT28
71714a04-dd1b-4fab-90a6-dbd391dacaf5,Laptop with screen checkboxes,other,other primitives-generate,other-generate,SOLO48
71cc0503-f8f3-434e-9c8e-e1524bb2498d,Modern Two Wheeled Mountain Bike,transportation state other,transportation state other primitives-generate,other-generate,SOLO48 SYMBOL32
71ce4923-14d6-48ce-9ae4-686eac75200e,Simple Music Headphones,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
71e1e7d3-b065-4190-ab06-ebf4e384b98d,Number Sixty Six,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
71f50b65-05fc-47f6-952e-d47e6c5681a8,Presentation Easel Board,design other,design other primitives-generate,other-generate,SOLO48
72415859-aa7f-4337-98f2-4b8115e44784,Circular Information Symbol,state other,state other primitives-generate,other-generate,SOLO48 SUB32
724cec2d-4e21-444d-b8dc-15e8d8bedd82,Simple Heart Symbol,romance other,romance other primitives-generate,other-generate,CONTAINER64 SOLO48
73571a2b-4ed5-4ead-96e1-495841cb43da,Euro Payment Smartwatch,combination other,combination other primitives-generate,other-generate,SOLO48
735a4c8f-9008-4cdc-be93-7882c6bfd595,Modern Urban Skyscrapers,building other,building other primitives-generate,other-generate,SOLO48 SUB32
73c9c828-e821-4ad7-b187-92724a7bdd13,Paragraph Text Tool,symbol other,symbol other primitives-generate,other-generate,
73fb23c1-2829-46c7-89b1-3591caacb92a,Upward Growth Trend Square,other,other primitives-generate,other-generate,SOLO48
