original,role,icon,shared,pairs,status,model,counterpart
paddles-pair-sub32-v2,symbol,paddles-pair-sub32-v2,False,1,pass,../../model/icons/symbol/paddles_pair_sub32_v2_147f327b_3496_428c_8373_84c03c8c062b.py,
padlock-state-167,side,padlock-state-167,False,2,pass,../../model/icons/sub/padlock_state_167_ea7c167c_f5f4_4220_ad13_315cf015097a.py,
paint-bucket-spill-sub32,symbol,paint-bucket-spill-sub32,False,1,fail,../../model/icons/symbol/paint_bucket_spill_sub32_aebdb949_dd90_42b9_8053_6c7b6b0e29e8.py,
paint-can-drip-sub32,symbol,paint-can-drip-sub32,False,1,fail,../../model/icons/symbol/paint_can_drip_sub32_0cdb0ad7_55f3_4be1_82d1_3b7d166ba704.py,
paintbrush-sub32,side,paintbrush-sub32,False,3,pass,../../model/icons/sub/paintbrush_sub32_155f94d2_9337_4308_87e9_3df5169ddd1f.py,
pair-of-test-tubes-2869b113-sub32,symbol,pair-of-test-tubes-2869b113-sub32,False,1,fail,../../model/icons/symbol/pair_of_test_tubes_2869b113_sub32_2869b113_eb2a_5dcb_a493_ca714b5657f9.py,
palette-sub32,symbol,palette-sub32,False,1,pass,../../model/icons/symbol/palette_sub32_bbefdc9a_3d87_4d40_aa0f_2e2fa5ec2013.py,
paper-plane-sub32,side,paper-plane-sub32,False,1,fail,../../model/icons/sub/paper_plane_sub32_01b94b0f_3616_456d_bf73_a98d07147ec5.py,
paragraph-normal-sub32,symbol,paragraph-normal-sub32,False,5,fail,../../model/icons/symbol/paragraph_normal_sub32_302ba70a_58d6_4bc5_8483_4e9e8b75df49.py,
paragraph-sub32,symbol,paragraph-sub32,False,4,fail,../../model/icons/symbol/paragraph_sub32_a023cd36_2b3e_4170_a467_848947816409.py,
paragraph-two-column-sub32,symbol,paragraph-two-column-sub32,False,1,fail,../../model/icons/symbol/paragraph_two_column_sub32_ae53c84e_ee3a_4727_8ba4_a655774e41c6.py,
password-characters,side,password-characters,False,2,pass,../../model/icons/sub/password_characters_b9ace82f_9c93_4337_ac44_7380ce0657f4.py,
pause-bars,side,pause-bars,False,1,pass,../../model/icons/sub/pause_bars_b4668e9a_a445_4547_ab4c_3cab57aef111.py,
pdf-trefoil-logo-sub32,symbol,pdf-trefoil-logo-sub32,False,1,fail,../../model/icons/symbol/pdf_trefoil_logo_sub32_e5772ae5_6260_4859_a6ab_c6216f211330.py,
peace-travel-sub32,symbol,peace-travel-sub32,False,1,pass,../../model/icons/symbol/peace_travel_sub32_2e44a4da_4f72_452e_869b_7b4b265330f4.py,
peercoin-sub32,symbol,peercoin-sub32,False,1,fail,../../model/icons/symbol/peercoin_sub32_e015513e_29e5_48ae_ad99_806d5a1b0b1e.py,
pen-50e47373-sub32,side,pen-50e47373-sub32,True,2,fail,../../model/icons/sub/pen_50e47373_sub32_50e47373_cb10_491f_a428_767a767f9cef.py,pen-50e47373-sub32-symbol
pen-50e47373-sub32,symbol,pen-50e47373-sub32-symbol,True,1,fail,../../model/icons/symbol/pen_50e47373_sub32_symbol_50e47373_cb10_491f_a428_767a767f9cef.py,pen-50e47373-sub32
pen-design-sub32,side,pen-design-sub32,True,9,pass,../../model/icons/sub/pen_design_sub32_37a5c754_79da_4f01_8085_be2286e7b21f.py,pen-design-sub32-symbol
pen-design-sub32,symbol,pen-design-sub32-symbol,True,1,pass,../../model/icons/symbol/pen_design_sub32_symbol_37a5c754_79da_4f01_8085_be2286e7b21f.py,pen-design-sub32
pen-diagonal-sub32,side,pen-diagonal-sub32,False,1,pass,../../model/icons/sub/pen_diagonal_sub32_eaffe809_493c_4509_b0a8_2553b0147b83.py,
pencil-cup-sub32,symbol,pencil-cup-sub32,False,1,fail,../../model/icons/symbol/pencil_cup_sub32_104c25ae_97c3_4c5b_897d_6e2ec2b026fa.py,
penguin-face-sub32,symbol,penguin-face-sub32,False,1,fail,../../model/icons/symbol/penguin_face_sub32_7fb9d8b6_5c9c_4e36_aceb_97028cd8dac8.py,
pentagon-sub32,symbol,pentagon-sub32,False,1,pass,../../model/icons/symbol/pentagon_sub32_82432152_6f5d_49c6_a0cc_64e16e8ecf0b.py,
percent-sign,side,percent-sign,False,2,pass,../../model/icons/sub/percent_sign_01ec16aa_50ee_4ece_addd_2a4b27425d93.py,
percent-sign-v2,side,percent-sign-v2,False,2,unknown,../../model/icons/sub/percent_sign_v2_01ec16aa_50ee_4ece_addd_2a4b27425d93.py,
percentage-sub32,symbol,percentage-sub32,False,1,fail,../../model/icons/symbol/percentage_sub32_1719c236_69d1_4b4e_8346_b1533e9728e9.py,
person-at-information-stand-sub32,symbol,person-at-information-stand-sub32,False,1,fail,../../model/icons/symbol/person_at_information_stand_sub32_eea8ca50_446e_430e_a8d9_e9f719afa8b6.py,
person-digging-with-shovel-sub32,symbol,person-digging-with-shovel-sub32,False,1,fail,../../model/icons/symbol/person_digging_with_shovel_sub32_15a300e5_b82d_4912_8a2a_869d03bdf837.py,
person-height-measurement-content-sub32,symbol,person-height-measurement-content-sub32,False,1,pass,../../model/icons/symbol/person_height_measurement_content_sub32_f5bb45ce_8088_4165_b7f4_501e02553fd8.py,
person-in-car-seat-sub32,symbol,person-in-car-seat-sub32,False,1,fail,../../model/icons/symbol/person_in_car_seat_sub32_6ecd4032_1f65_4fa1_8af7_1cf770b292d3.py,
person-in-ski-mask-sub32,symbol,person-in-ski-mask-sub32,False,2,fail,../../model/icons/symbol/person_in_ski_mask_sub32_331d4b6a_2a43_520f_b93c_bc9a0f5e1062.py,
person-kicking-ball-sub32,symbol,person-kicking-ball-sub32,False,1,fail,../../model/icons/symbol/person_kicking_ball_sub32_33e0f679_82d2_4c2a_b9d1_af30c1a9b528.py,
person-pushing-forward-sub32,symbol,person-pushing-forward-sub32,False,1,fail,../../model/icons/symbol/person_pushing_forward_sub32_e79b2a91_32af_425a_ad81_cd97e615caef.py,
person-pushing-wall-sub32,symbol,person-pushing-wall-sub32,False,1,fail,../../model/icons/symbol/person_pushing_wall_sub32_fe641fda_6a23_4dc4_970c_90a6fe33f671.py,
person-silhouette-outline-sub32,symbol,person-silhouette-outline-sub32,False,3,fail,../../model/icons/symbol/person_silhouette_outline_sub32_1bbf46af_b1e3_4c99_a128_75a6fbed4550.py,
person-silhouette-wavy-sub32,symbol,person-silhouette-wavy-sub32,False,1,fail,../../model/icons/symbol/person_silhouette_wavy_sub32_01aff74c_6e7d_4c53_9e84_005da220b852.py,
person-sitting-sub32,symbol,person-sitting-sub32,False,1,fail,../../model/icons/symbol/person_sitting_sub32_4c8005a6_de74_49df_bc2e_e2c42b099091.py,
person-slipping-backward-sub32,symbol,person-slipping-backward-sub32,False,1,fail,../../model/icons/symbol/person_slipping_backward_sub32_7f0ac7d1_2c65_44de_9523_d762d29b36e3.py,
person-standing-body-sub32,symbol,person-standing-body-sub32,False,2,fail,../../model/icons/symbol/person_standing_body_sub32_ec7a6da0_b454_410a_8b8d_1cebad7fa490.py,
person-sub32,symbol,person-sub32,False,26,fail,../../model/icons/symbol/person_sub32_39d4dade_8ad3_48bc_a8ba_99e528562c38.py,
person-with-center-parted-hair-sub32,side,person-with-center-parted-hair-sub32,False,2,fail,../../model/icons/sub/person_with_center_parted_hair_sub32_194e0c8a_520e_4ab3_9a3e_2d1ab17a737a.py,
person-with-face-construction-guides-sub32,side,person-with-face-construction-guides-sub32,False,1,pass,../../model/icons/sub/person_with_face_construction_guides_sub32_b67a6986_d5db_40d6_9ea0_f4aab7a422b7.py,
person-with-presentation-board-sub32,symbol,person-with-presentation-board-sub32,False,1,fail,../../model/icons/symbol/person_with_presentation_board_sub32_9fa20be8_04fc_4e2a_a019_e3c81b35c5a7.py,
personal-hotspot-sub32,symbol,personal-hotspot-sub32,False,2,fail,../../model/icons/symbol/personal_hotspot_sub32_45b73137_0503_4586_8373_394aa93d3ff8.py,
personal-hotspot-symbol-sub32,symbol,personal-hotspot-symbol-sub32,False,2,fail,../../model/icons/symbol/personal_hotspot_symbol_sub32_c4cba21b_2373_4c7e_bc83_c6a4dfef5c0f.py,
personal-watercraft-sub32,symbol,personal-watercraft-sub32,False,1,fail,../../model/icons/symbol/personal_watercraft_sub32_0a399a9e_7cbc_42d5_93cf_c819c7a3329e.py,
peso-money-sub32,side,peso-money-sub32,False,1,pass,../../model/icons/sub/peso_money_sub32_bfac5a0c_eae9_420e_af5e_4ac03cb24f16.py,
peso-sub32,symbol,peso-sub32,False,4,fail,../../model/icons/symbol/peso_sub32_1f09e654_7651_4cdd_9495_386b62f3f878.py,
pet-head-sub32,side,pet-head-sub32,False,1,fail,../../model/icons/sub/pet_head_sub32_649e9664_56e4_4a51_b43a_634e638038e7.py,
phone-1-sub32,side,phone-1-sub32,True,1,pass,../../model/icons/sub/phone_1_sub32_7099417a_0fa8_4ad5_84bf_e77a845b942a.py,phone-1-sub32-symbol
phone-1-sub32,symbol,phone-1-sub32-symbol,True,2,pass,../../model/icons/symbol/phone_1_sub32_symbol_7099417a_0fa8_4ad5_84bf_e77a845b942a.py,phone-1-sub32
phone-box-sub32-v2,symbol,phone-box-sub32-v2,False,1,pass,../../model/icons/symbol/phone_box_sub32_v2_2b7a921e_0a41_4b3f_b6dd_57df1cbed0b2.py,
phone-box-symbol-sub32-v2,symbol,phone-box-symbol-sub32-v2,False,1,pass,../../model/icons/symbol/phone_box_symbol_sub32_v2_d7e72503_159f_4e5f_b0ad_c81408e24d67.py,
phone-ringing-sub32,symbol,phone-ringing-sub32,False,1,pass,../../model/icons/symbol/phone_ringing_sub32_8c4d4fe5_d46a_4def_aba4_8640387b77e9.py,
phone-with-down-arrow-sub32,symbol,phone-with-down-arrow-sub32,False,2,pass,../../model/icons/symbol/phone_with_down_arrow_sub32_14b5fcaa_27a4_4bd9_8940_7690a86b2fe1.py,
photo-sub32,side,photo-sub32,False,1,pass,../../model/icons/sub/photo_sub32_abfa4d34_f0c4_4ef1_8fdf_cc3a1edb6828.py,
pi-sub32,symbol,pi-sub32,False,1,fail,../../model/icons/symbol/pi_sub32_2d02ee84_d369_4690_b442_c33909f4220f.py,
pie-chart-and-square-sub32,symbol,pie-chart-and-square-sub32,False,1,fail,../../model/icons/symbol/pie_chart_and_square_sub32_17f79cde_6e3f_435d_9f0d_3ea8fa026ef2.py,
pie-chart-growth-content-sub32,symbol,pie-chart-growth-content-sub32,False,2,pass,../../model/icons/symbol/pie_chart_growth_content_sub32_f82a9a59_0712_48ad_b67b_ef47e7c946ad.py,
pie-chart-sub32,side,pie-chart-sub32,True,1,fail,../../model/icons/sub/pie_chart_sub32_27b9bc66_43e0_4dee_990c_b6f75f57c869.py,pie-chart-sub32-symbol
pie-chart-sub32,symbol,pie-chart-sub32-symbol,True,2,fail,../../model/icons/symbol/pie_chart_sub32_symbol_27b9bc66_43e0_4dee_990c_b6f75f57c869.py,pie-chart-sub32
pie-chart-with-summary-lines-sub32,symbol,pie-chart-with-summary-lines-sub32,False,1,fail,../../model/icons/symbol/pie_chart_with_summary_lines_sub32_ae146d04_dcf5_4d2f_b306_71d0613e6dce.py,
pills-tablet-capsule-sub32,side,pills-tablet-capsule-sub32,False,1,pass,../../model/icons/sub/pills_tablet_capsule_sub32_e9e353dc_a7a8_4b37_b10f_58d242cf890c.py,
pin-sub32,side,pin-sub32,True,33,fail,../../model/icons/sub/pin_sub32_76f7fdb5_5122_45e4_a53b_be1029308735.py,pin-sub32-symbol
pin-sub32,symbol,pin-sub32-symbol,True,10,fail,../../model/icons/symbol/pin_sub32_symbol_76f7fdb5_5122_45e4_a53b_be1029308735.py,pin-sub32
pine-sub32-v2,symbol,pine-sub32-v2,False,3,pass,../../model/icons/symbol/pine_sub32_v2_767fcc08_086c_4b8b_b66f_a127539e22fe.py,
pine-symbol-sub32-v3,symbol,pine-symbol-sub32-v3,False,6,pass,../../model/icons/symbol/pine_symbol_sub32_v3_b0aed9fe_a6b3_4563_a48a_d62a019d2531.py,
pine-tree-sub32-v2,side,pine-tree-sub32-v2,True,1,pass,../../model/icons/sub/pine_tree_sub32_v2_3f0937d0_e60c_4dfb_805d_b75941386342.py,pine-tree-sub32-v2-symbol
pine-tree-sub32-v2,symbol,pine-tree-sub32-v2-symbol,True,2,pass,../../model/icons/symbol/pine_tree_sub32_v2_symbol_3f0937d0_e60c_4dfb_805d_b75941386342.py,pine-tree-sub32-v2
plain-car-front-sub32,side,plain-car-front-sub32,True,2,pass,../../model/icons/sub/plain_car_front_sub32_908d485e_3113_4818_aeae_2057781ce2d5.py,plain-car-front-sub32-symbol
plain-car-front-sub32,symbol,plain-car-front-sub32-symbol,True,10,pass,../../model/icons/symbol/plain_car_front_sub32_symbol_908d485e_3113_4818_aeae_2057781ce2d5.py,plain-car-front-sub32
plain-circular-rescue-ring-with-quarter-divisions-sub32,side,plain-circular-rescue-ring-with-quarter-divisions-sub32,True,4,pass,../../model/icons/sub/plain_circular_rescue_ring_with_quarter_divisions_sub32_c06f4d1c_3337_4353_98b0_87ef3165f5f2.py,plain-circular-rescue-ring-with-quarter-divisions-sub32-symbol
plain-circular-rescue-ring-with-quarter-divisions-sub32,symbol,plain-circular-rescue-ring-with-quarter-divisions-sub32-symbol,True,1,pass,../../model/icons/symbol/plain_circular_rescue_ring_with_quarter_divisions_sub32_symbol_c06f4d1c_3337_4353_98b0_87ef3165f5f2.py,plain-circular-rescue-ring-with-quarter-divisions-sub32
plane-sub32,symbol,plane-sub32,False,10,fail,../../model/icons/symbol/plane_sub32_39150a1e_77de_4299_ad47_aea402520e87.py,
plant-nature-sub32,side,plant-nature-sub32,True,5,pass,../../model/icons/sub/plant_nature_sub32_5b473017_90a0_4c45_ac0d_3352cf57b3e6.py,plant-nature-sub32-symbol
plant-nature-sub32,symbol,plant-nature-sub32-symbol,True,4,pass,../../model/icons/symbol/plant_nature_sub32_symbol_5b473017_90a0_4c45_ac0d_3352cf57b3e6.py,plant-nature-sub32
play-button-symbol-sub32-v2,symbol,play-button-symbol-sub32-v2,False,8,pass,../../model/icons/symbol/play_button_symbol_sub32_v2_b593497e_6dda_4831_9cc0_f15dcd54f48c.py,
play-sub32,symbol,play-sub32,False,7,pass,../../model/icons/symbol/play_sub32_0b3968b5_326d_4914_af72_39a55b85a974.py,
play-triangle,side,play-triangle,False,5,pass,../../model/icons/sub/play_triangle_2402841c_2a0c_4c6d_89fa_56200e029d7d.py,
play-triangle-state-74-v2,side,play-triangle-state-74-v2,False,2,unknown,../../model/icons/sub/play_triangle_state_74_v2_19c25b61_6678_43f8_aae6_dc07a9ea8291.py,
play-triangle-v2,side,play-triangle-v2,False,1,unknown,../../model/icons/sub/play_triangle_v2_2402841c_2a0c_4c6d_89fa_56200e029d7d.py,
play-with-slider-sub32,symbol,play-with-slider-sub32,False,1,pass,../../model/icons/symbol/play_with_slider_sub32_b4c8a75d_f284_4a2b_9369_60ef9f7907dc.py,
plunger-sub32,symbol,plunger-sub32,False,1,fail,../../model/icons/symbol/plunger_sub32_b15b5df3_6dde_4ab7_88f6_b70887ad1a96.py,
plus-minus-mathematical-sign-solo-profile32,side,plus-minus-mathematical-sign-solo-profile32,False,3,fail,../../model/icons/sub/plus_minus_mathematical_sign_solo_profile32_7adfa015_1e70_4aa5_a35c_0902119d672c.py,
plus-minus-sign-state-64,side,plus-minus-sign-state-64,True,1,pass,../../model/icons/sub/plus_minus_sign_state_64_3f98c7ee_fee3_4e59_a8f0_396c97cdef92.py,plus-minus-sign-state-64-symbol
plus-minus-sign-state-64,symbol,plus-minus-sign-state-64-symbol,True,1,pass,../../model/icons/symbol/plus_minus_sign_state_64_symbol_3f98c7ee_fee3_4e59_a8f0_396c97cdef92.py,plus-minus-sign-state-64
plus-minus-sign-state-64-v2,side,plus-minus-sign-state-64-v2,False,1,unknown,../../model/icons/sub/plus_minus_sign_state_64_v2_3f98c7ee_fee3_4e59_a8f0_396c97cdef92.py,
plus-sign-state-153-v2,side,plus-sign-state-153-v2,False,1,unknown,../../model/icons/sub/plus_sign_state_153_v2_7b93bc8d_d30f_4c36_872b_5f1688b6b3e8.py,
plus-sign-state-161-v2,side,plus-sign-state-161-v2,False,2,unknown,../../model/icons/sub/plus_sign_state_161_v2_10cb8417_248a_4367_b791_14857fbda79b.py,
plus-sign-state-249-v2,side,plus-sign-state-249-v2,False,3,unknown,../../model/icons/sub/plus_sign_state_249_v2_1def2ef1_f927_4218_84fc_c0b5791fb075.py,
plus-sign-state-266-v2,side,plus-sign-state-266-v2,False,2,unknown,../../model/icons/sub/plus_sign_state_266_v2_c9ddd792_c9fb_45cb_91b0_6af0af0c8e17.py,
plus-sign-state-66-v2,side,plus-sign-state-66-v2,False,5,unknown,../../model/icons/sub/plus_sign_state_66_v2_c8cdc83b_0683_4b47_8454_a4e5b0461a29.py,
pointed-kitchen-knife-sub32,side,pointed-kitchen-knife-sub32,False,1,pass,../../model/icons/sub/pointed_kitchen_knife_sub32_04fb00e6_0b6f_58a2_8050_6761987cf8dd.py,
pointed-paintbrush-sub32,symbol,pointed-paintbrush-sub32,False,1,pass,../../model/icons/symbol/pointed_paintbrush_sub32_e2452464_4988_4b2f_a220_0a5f8d32cc3e.py,
police-badge-sub32-v3,symbol,police-badge-sub32-v3,False,1,pass,../../model/icons/symbol/police_badge_sub32_v3_822a5769_bcbb_4ef4_8ce4_ccd72a880353.py,
police-head-with-peaked-cap-sub32,symbol,police-head-with-peaked-cap-sub32,False,1,fail,../../model/icons/symbol/police_head_with_peaked_cap_sub32_9e741694_07db_4f28_b72c_946169303fc6.py,
poop-sub32,side,poop-sub32,True,1,pass,../../model/icons/sub/poop_sub32_253c812e_496e_430b_a314_0567c9af7421.py,poop-sub32-symbol
poop-sub32,symbol,poop-sub32-symbol,True,1,pass,../../model/icons/symbol/poop_sub32_symbol_253c812e_496e_430b_a314_0567c9af7421.py,poop-sub32
pound-sign-sub,side,pound-sign-sub,False,1,pass,../../model/icons/sub/pound_sign_sub_d00222dd_fe8c_4806_ad6b_9c8ece57b642.py,
pound-sign-sub32,side,pound-sign-sub32,True,1,fail,../../model/icons/sub/pound_sign_sub32_239fd06e_dd89_43b8_9208_df64a89cf9c1.py,pound-sign-sub32-symbol
pound-sign-sub32,symbol,pound-sign-sub32-symbol,True,4,fail,../../model/icons/symbol/pound_sign_sub32_symbol_239fd06e_dd89_43b8_9208_df64a89cf9c1.py,pound-sign-sub32
power-sign,side,power-sign,False,3,pass,../../model/icons/sub/power_sign_387118e1_371f_4a7a_a550_753be354d5fc.py,
power-sub32-v2,side,power-sub32-v2,True,1,pass,../../model/icons/sub/power_sub32_v2_5783646c_bee0_4bc8_8bf2_60ad9a4b7d66.py,power-sub32-v2-symbol
power-sub32-v2,symbol,power-sub32-v2-symbol,True,6,pass,../../model/icons/symbol/power_sub32_v2_symbol_5783646c_bee0_4bc8_8bf2_60ad9a4b7d66.py,power-sub32-v2
pregnancy-ultrasound-sub32-v3,symbol,pregnancy-ultrasound-sub32-v3,False,1,pass,../../model/icons/symbol/pregnancy_ultrasound_sub32_v3_911984ca_c8ce_4152_9389_71b6977e67ff.py,
prescription-px-sub32,side,prescription-px-sub32,True,2,fail,../../model/icons/sub/prescription_px_sub32_75d310c2_6d65_443d_b092_89dae29f9457.py,prescription-px-sub32-symbol
prescription-px-sub32,symbol,prescription-px-sub32-symbol,True,2,fail,../../model/icons/symbol/prescription_px_sub32_symbol_75d310c2_6d65_443d_b092_89dae29f9457.py,prescription-px-sub32
previous-arrow-sub32-v2,side,previous-arrow-sub32-v2,False,6,pass,../../model/icons/sub/previous_arrow_sub32_v2_53227aaa_0ab2_4f90_8901_7c384959220c.py,
previous-playback,side,previous-playback,False,2,pass,../../model/icons/sub/previous_playback_3294e22b_6050_499d_a5f0_136976417b3b.py,
printer-sub32,symbol,printer-sub32,False,1,fail,../../model/icons/symbol/printer_sub32_bc729945_8aaa_491d_aca1_a1e38b49262c.py,
prohibition-sign-sub32,side,prohibition-sign-sub32,True,63,pass,../../model/icons/sub/prohibition_sign_sub32_ea16df49_fc08_4bf0_8bb3_41d6a1fb33cf.py,prohibition-sign-sub32-symbol
prohibition-sign-sub32,symbol,prohibition-sign-sub32-symbol,True,8,pass,../../model/icons/symbol/prohibition_sign_sub32_symbol_ea16df49_fc08_4bf0_8bb3_41d6a1fb33cf.py,prohibition-sign-sub32
puzzle-piece-sub32-v3,side,puzzle-piece-sub32-v3,True,2,pass,../../model/icons/sub/puzzle_piece_sub32_v3_daa95c47_3220_4ba6_8dc5_aca5e1866078.py,puzzle-piece-sub32-v3-symbol
puzzle-piece-sub32-v3,symbol,puzzle-piece-sub32-v3-symbol,True,1,pass,../../model/icons/symbol/puzzle_piece_sub32_v3_symbol_daa95c47_3220_4ba6_8dc5_aca5e1866078.py,puzzle-piece-sub32-v3
puzzle-sub32-v2,side,puzzle-sub32-v2,False,2,pass,../../model/icons/sub/puzzle_sub32_v2_c5ecd9ca_686b_498b_91a5_e7aeba10a365.py,
qr-code-shopping-sub32-v2,symbol,qr-code-shopping-sub32-v2,False,3,pass,../../model/icons/symbol/qr_code_shopping_sub32_v2_c718dafa_f70c_4dd4_a8fd_0d77a06c599f.py,
qr-code-sub32,symbol,qr-code-sub32,False,3,fail,../../model/icons/symbol/qr_code_sub32_15a95f5f_69dc_4853_b36a_97fec97a9e68.py,
quality-award-check-content-sub32,symbol,quality-award-check-content-sub32,False,1,fail,../../model/icons/symbol/quality_award_check_content_sub32_53ec706a_5a03_4fa7_959b_501626056c10.py,
question-speech-bubble-sub32,side,question-speech-bubble-sub32,False,7,pass,../../model/icons/sub/question_speech_bubble_sub32_68af2538_81c2_4191_8424_bca1c4ce8a16.py,
quill-in-inkwell-sub32,symbol,quill-in-inkwell-sub32,False,1,pass,../../model/icons/symbol/quill_in_inkwell_sub32_599247c3_0ddd_4fc4_87ca_e8563ab80b67.py,
quill-sub32-v2,side,quill-sub32-v2,False,5,pass,../../model/icons/sub/quill_sub32_v2_d0a41162_1854_443c_a76f_cd368e6bb727.py,
quotation-marks-sub32-v3,symbol,quotation-marks-sub32-v3,False,2,pass,../../model/icons/symbol/quotation_marks_sub32_v3_b251c4a5_32cb_4f5c_a0d5_32ea0c61b0f1.py,
radiation-trefoil-sub32,side,radiation-trefoil-sub32,True,1,fail,../../model/icons/sub/radiation_trefoil_sub32_2c73451e_64e9_4a9b_855d_6d5ab86c3167.py,radiation-trefoil-sub32-symbol
radiation-trefoil-sub32,symbol,radiation-trefoil-sub32-symbol,True,5,fail,../../model/icons/symbol/radiation_trefoil_sub32_symbol_2c73451e_64e9_4a9b_855d_6d5ab86c3167.py,radiation-trefoil-sub32
rain-cloud-long-drops-sub32,side,rain-cloud-long-drops-sub32,True,1,pass,../../model/icons/sub/rain_cloud_long_drops_sub32_528a9275_7e40_4943_9e9b_98c3460992f3.py,rain-cloud-long-drops-sub32-symbol
rain-cloud-long-drops-sub32,symbol,rain-cloud-long-drops-sub32-symbol,True,2,pass,../../model/icons/symbol/rain_cloud_long_drops_sub32_symbol_528a9275_7e40_4943_9e9b_98c3460992f3.py,rain-cloud-long-drops-sub32
rain-cloud-slanted-sub32,symbol,rain-cloud-slanted-sub32,False,1,pass,../../model/icons/symbol/rain_cloud_slanted_sub32_4e4a67db_a059_47f2_8135_65269c56d9fb.py,
rainbow-arcs-sub32,side,rainbow-arcs-sub32,False,1,fail,../../model/icons/sub/rainbow_arcs_sub32_ffe2ea11_dc9b_4412_89d9_6f62d969d59c.py,
rand-sub32,symbol,rand-sub32,False,4,fail,../../model/icons/symbol/rand_sub32_4458e707_6b88_4e46_8b5b_6a58a4c07dc7.py,
rectangle-remove-state-sub32-v3,side,rectangle-remove-state-sub32-v3,False,1,pass,../../model/icons/sub/rectangle_remove_state_sub32_v3_5c4ca37f_144e_4809_8a31_ca31fdd14824.py,
rectangle-two-dots-sub32-v3,side,rectangle-two-dots-sub32-v3,False,1,pass,../../model/icons/sub/rectangle_two_dots_sub32_v3_b499c107_a18c_412b_a0f2_7df8766d8257.py,
recycle-arrows-sub32,side,recycle-arrows-sub32,True,4,pass,../../model/icons/sub/recycle_arrows_sub32_99131c40_2e10_4d8b_b928_083d50e252f1.py,recycle-arrows-sub32-symbol
recycle-arrows-sub32,symbol,recycle-arrows-sub32-symbol,True,3,pass,../../model/icons/symbol/recycle_arrows_sub32_symbol_99131c40_2e10_4d8b_b928_083d50e252f1.py,recycle-arrows-sub32
refresh-sub32,side,refresh-sub32,True,2,pass,../../model/icons/sub/refresh_sub32_2fd1c079_cf3a_416d_9512_f7ec606bfef0.py,refresh-sub32-symbol
refresh-sub32,symbol,refresh-sub32-symbol,True,1,pass,../../model/icons/symbol/refresh_sub32_symbol_2fd1c079_cf3a_416d_9512_f7ec606bfef0.py,refresh-sub32
religious-cross-sub32,side,religious-cross-sub32,False,1,fail,../../model/icons/sub/religious_cross_sub32_9c558392_d894_4aba_8bb9_2185dd4ed2fe.py,
remove-user-content-sub32,symbol,remove-user-content-sub32,False,1,fail,../../model/icons/symbol/remove_user_content_sub32_cfe24e77_2c14_441c_9e16_a3507e8a0079.py,
reply-all-arrow,side,reply-all-arrow,False,1,pass,../../model/icons/sub/reply_all_arrow_e93efebe_fde8_4d29_bd45_6ac0214da999.py,
retro-game-controller-sub32,side,retro-game-controller-sub32,False,1,fail,../../model/icons/sub/retro_game_controller_sub32_dd63e94e_812e_44c7_92f2_bbfc699f5e98.py,
return-arrow-sub32-v2,symbol,return-arrow-sub32-v2,False,1,pass,../../model/icons/symbol/return_arrow_sub32_v2_ebf78b1f_7ce3_41f6_9566_d46bf42b53ff.py,
rewind-sub32-v2,symbol,rewind-sub32-v2,False,1,pass,../../model/icons/symbol/rewind_sub32_v2_0e803931_8f3a_4725_b041_336a1a6b4321.py,
rib-cage-diagram,side,rib-cage-diagram,False,1,pass,../../model/icons/sub/rib_cage_diagram_58c80690_dc34_4d48_a622_ec4aa12c8598.py,
rib-cage-diagram-v2,side,rib-cage-diagram-v2,False,1,unknown,../../model/icons/sub/rib_cage_diagram_v2_58c80690_dc34_4d48_a622_ec4aa12c8598.py,
right-arrow-sub32-v2,side,right-arrow-sub32-v2,False,1,pass,../../model/icons/sub/right_arrow_sub32_v2_00490efd_9861_4d7c_ac36_6c42f80772ec.py,
right-reverse-turn-ahead-sub32,symbol,right-reverse-turn-ahead-sub32,False,2,fail,../../model/icons/symbol/right_reverse_turn_ahead_sub32_182f0248_c380_4521_a855_6c9c834f593d.py,
ring-sight-inner-ticks-sub32-v2,side,ring-sight-inner-ticks-sub32-v2,False,1,review,../../model/icons/sub/ring_sight_inner_ticks_sub32_v2_61a1fffb_c03a_4331_bdb2_c4f0c937d918.py,
ring-target,side,ring-target,True,7,pass,../../model/icons/sub/ring_target_f12c5f2b_a5cb_4039_97cd_f97f62429f51.py,ring-target-symbol
ring-target,symbol,ring-target-symbol,True,1,pass,../../model/icons/symbol/ring_target_symbol_f12c5f2b_a5cb_4039_97cd_f97f62429f51.py,ring-target
rings-linked-three-sub32,symbol,rings-linked-three-sub32,False,1,pass,../../model/icons/symbol/rings_linked_three_sub32_a477d769_3338_4583_96a9_f8e4123574e0.py,
rising-candlestick-chart-batch-023-03-sub32,side,rising-candlestick-chart-batch-023-03-sub32,False,1,fail,../../model/icons/sub/rising_candlestick_chart_batch_023_03_sub32_0baca945_4ec6_4025_95ae_cd2fad5c8bac.py,
robot-3b4771f4-sub32,side,robot-3b4771f4-sub32,True,1,fail,../../model/icons/sub/robot_3b4771f4_sub32_3b4771f4_de72_4538_b549_43276caa2ff1.py,robot-3b4771f4-sub32-symbol
robot-3b4771f4-sub32,symbol,robot-3b4771f4-sub32-symbol,True,3,fail,../../model/icons/symbol/robot_3b4771f4_sub32_symbol_3b4771f4_de72_4538_b549_43276caa2ff1.py,robot-3b4771f4-sub32
