id,old_concept,concept,categories,folder,file
"864a3e5e-bff8-4c48-9864-e5c93655f156","messages bubble image","Message Bubble with Image","messages container-combination","container-combination","messages bubble image_864a3e5e-bff8-4c48-9864-e5c93655f156.svg"
"864a3e5e-bff8-4c48-9edb-6375a39e127d","messages bubble quote","Quote Speech Bubble","messages container-combination","container-combination","messages bubble quote_864a3e5e-bff8-4c48-9edb-6375a39e127d.svg"
"864a3e5e-bff8-4c48-9f83-4f718aa3d83a","real estate message house","House in Chat Bubble","real-estate container-combination","container-combination","real estate message house_864a3e5e-bff8-4c48-9f83-4f718aa3d83a.svg"
"864a3e5e-bff8-4c48-a0d5-32ea0c61b0f1","messages bubble quotation","Quotation Mark Speech Bubble","messages container-combination","container-combination","messages bubble quotation_864a3e5e-bff8-4c48-a0d5-32ea0c61b0f1.svg"
"864a3e5e-bff8-4c48-a180-2f30f8dd6260","real estate message house","House Speech Bubble","real-estate container-combination","container-combination","real estate message house_864a3e5e-bff8-4c48-a180-2f30f8dd6260.svg"
"864a3e5e-bff8-4c48-a1b2-de1314bf33de","side assist","Car in Speech Bubble","transportation container-combination","container-combination","side assist_864a3e5e-bff8-4c48-a1b2-de1314bf33de.svg"
"864a3e5e-bff8-4c48-a250-66873df772a9","messages bubble smile","Smiling Speech Bubble","smileys container-combination","container-combination","messages bubble smile_864a3e5e-bff8-4c48-a250-66873df772a9.svg"
"864a3e5e-bff8-4c48-a337-c2575e324bb8","messages bubble heart","Heart Speech Bubble","smileys container-combination","container-combination","messages bubble heart_864a3e5e-bff8-4c48-a337-c2575e324bb8.svg"
"864a3e5e-bff8-4c48-a337-c2575e324bbr","messages bubble heart 1","Speech Bubble with Heart","messages side-combination bottom-right","side-combination","messages bubble heart 1_864a3e5e-bff8-4c48-a337-c2575e324bbr.svg"
"864a3e5e-bff8-4c48-a55e-5a7e98c04d7a","messages bubble question","Question Message Bubble","messages container-combination","container-combination","messages bubble question_864a3e5e-bff8-4c48-a55e-5a7e98c04d7a.svg"
"864a3e5e-bff8-4c48-a8ba-99e528562c38","social profile bubble","User Profile Chat Bubble","social container-combination","container-combination","social profile bubble_864a3e5e-bff8-4c48-a8ba-99e528562c38.svg"
"864a3e5e-bff8-4c48-a902-d55864c7103f","food delivery talk fastfood comment","Burger Chat Bubble","food container-combination","container-combination","food delivery talk fastfood comment_864a3e5e-bff8-4c48-a902-d55864c7103f.svg"
"864a3e5e-bff8-4c48-a93b-dc7b4a54ff1a","real estate message building","Real Estate Chat Bubble","real-estate container-combination","container-combination","real estate message building_864a3e5e-bff8-4c48-a93b-dc7b4a54ff1a.svg"
"864a3e5e-bff8-4c48-aaa7-d89d24b33193","side assist","Car Notification Speech Bubble","transportation container-combination","container-combination","side assist_864a3e5e-bff8-4c48-aaa7-d89d24b33193.svg"
"864a3e5e-bff8-4c48-ac6b-944c1693b563","food delivery talk fastfood comment","Burger Speech Bubble","food container-combination","container-combination","food delivery talk fastfood comment_864a3e5e-bff8-4c48-ac6b-944c1693b563.svg"
"864a3e5e-bff8-4c48-ae0f-378e045b24c3","ecology globe message 1","Global Message Bubble","ecology container-combination","container-combination","ecology globe message 1_864a3e5e-bff8-4c48-ae0f-378e045b24c3.svg"
"864a3e5e-bff8-4c48-ae2e-eb43cacad66e","pollution co 2 message","CO2 Speech Bubble","ecology container-combination","container-combination","pollution co 2 message_864a3e5e-bff8-4c48-ae2e-eb43cacad66e.svg"
"864a3e5e-bff8-4c48-ae85-82a0c2e8077c","ecology globe message 1","Global Message Bubble","ecology container-combination","container-combination","ecology globe message 1_864a3e5e-bff8-4c48-ae85-82a0c2e8077c.svg"
"864a3e5e-bff8-4c48-b0be-84a6491da7ab","add comment bubble","Speech Bubble With Plus Sign","interface-essential container-combination","container-combination","add comment bubble_864a3e5e-bff8-4c48-b0be-84a6491da7ab.svg"
"864a3e5e-bff8-4c48-b0e9-95549bca7398","messages bubble graph","Bar Chart Message Bubble","messages container-combination","container-combination","messages bubble graph_864a3e5e-bff8-4c48-b0e9-95549bca7398.svg"
"864a3e5e-bff8-4c48-b4cd-ed0973b91fb2","real estate message house","Real Estate Chat Bubble","real-estate container-combination","container-combination","real estate message house_864a3e5e-bff8-4c48-b4cd-ed0973b91fb2.svg"
"864a3e5e-bff8-4c48-b651-2af6aeacb600","sms 3","SMS Speech Bubble","messages container-combination","container-combination","sms 3_864a3e5e-bff8-4c48-b651-2af6aeacb600.svg"
"864a3e5e-bff8-4c48-ba27-d943238ccfaa","social profile bubble","User Chat Bubble","social container-combination","container-combination","social profile bubble_864a3e5e-bff8-4c48-ba27-d943238ccfaa.svg"
"864a3e5e-bff8-4c48-bce0-4e8fa2bfefc8","side assist","Car inside speech bubble","transportation container-combination","container-combination","side assist_864a3e5e-bff8-4c48-bce0-4e8fa2bfefc8.svg"
"864a3e5e-bff8-4c48-be3e-9a18708db726","messages bubble graph","Speech Bubble with Growth Arrow","messages container-combination","container-combination","messages bubble graph_864a3e5e-bff8-4c48-be3e-9a18708db726.svg"
"864a3e5e-bff8-4c48-be54-909eda881f11","ecology globe message 1","Global Communication Speech Bubble","ecology container-combination","container-combination","ecology globe message 1_864a3e5e-bff8-4c48-be54-909eda881f11.svg"
"864a3e5e-bff8-4c48-be6b-b3ff28378c82","messages bubble warning","Message Alert Notification","messages container-combination","container-combination","messages bubble warning_864a3e5e-bff8-4c48-be6b-b3ff28378c82.svg"
"864e8557-0788-5dcf-931b-0d558dad49br","email action add","Envelope with Plus Symbol","emails side-combination bottom-right","side-combination","email action add_864e8557-0788-5dcf-931b-0d558dad49br.svg"
"864e8557-0788-5dcf-9c62-9622160ecabr","email action star","Starred Email Envelope","emails side-combination bottom-right","side-combination","email action star_864e8557-0788-5dcf-9c62-9622160ecabr.svg"
"864e8557-0788-5dcf-9f87-f3b69a27f2br","email action clock","Scheduled Email Message","emails side-combination bottom-right","side-combination","email action clock_864e8557-0788-5dcf-9f87-f3b69a27f2br.svg"
"864e8557-0788-5dcf-a0b8-bb7f432054br","email action lock","Secure Email Envelope","emails side-combination bottom-right","side-combination","email action lock_864e8557-0788-5dcf-a0b8-bb7f432054br.svg"
"864e8557-0788-5dcf-a3cb-caa71cc3b5br","email action check","Email With Checkmark","emails side-combination bottom-right","side-combination","email action check_864e8557-0788-5dcf-a3cb-caa71cc3b5br.svg"
"864e8557-0788-5dcf-a50b-2dd50dab7cbr","email action edit","Edit Email Message","emails side-combination bottom-right","side-combination","email action edit_864e8557-0788-5dcf-a50b-2dd50dab7cbr.svg"
"864e8557-0788-5dcf-b4df-bb3dfe7ebebr","email action remove","Envelope with cancel mark","emails side-combination bottom-right","side-combination","email action remove_864e8557-0788-5dcf-b4df-bb3dfe7ebebr.svg"
"869f5190-1544-4747-a4ad-c70db66b24tl","drugs logistic ship","Medicine Logistics Cargo Ship","crime side-combination top-left","side-combination","drugs logistic ship_869f5190-1544-4747-a4ad-c70db66b24tl.svg"
"86f150b1-cf66-5caf-8154-81e216c068br","safety 911","Emergency 911 Phone Call","wayfinding side-combination bottom-right","side-combination","safety 911_86f150b1-cf66-5caf-8154-81e216c068br.svg"
"86f150b1-cf66-5caf-816a-c54bff2170tr","phone actions info","Phone Alert Speech Bubble","phones side-combination top-right","side-combination","phone actions info_86f150b1-cf66-5caf-816a-c54bff2170tr.svg"
"86f150b1-cf66-5caf-85f4-62a07a0342tr","phone actions wait 1","Phone Call On Hold","phones side-combination top-right","side-combination","phone actions wait 1_86f150b1-cf66-5caf-85f4-62a07a0342tr.svg"
"86f150b1-cf66-5caf-8a1f-c6e7b61b22tr","phone actions record 1","Phone Call Recording","phones side-combination top-right","side-combination","phone actions record 1_86f150b1-cf66-5caf-8a1f-c6e7b61b22tr.svg"
"86f150b1-cf66-5caf-8c2a-a773c8830etr","safety call firefighters 1","Emergency Fire Call Telephone","wayfinding side-combination top-right","side-combination","safety call firefighters 1_86f150b1-cf66-5caf-8c2a-a773c8830etr.svg"
"86f150b1-cf66-5caf-8ce6-03926fbb07tr","phone actions warning 1","Phone Handset with Warning Alert","phones side-combination top-right","side-combination","phone actions warning 1_86f150b1-cf66-5caf-8ce6-03926fbb07tr.svg"
"86f150b1-cf66-5caf-8dfb-01e3bb127ctr","phone actions subtract 1","Phone Minus Symbol","phones side-combination top-right","side-combination","phone actions subtract 1_86f150b1-cf66-5caf-8dfb-01e3bb127ctr.svg"
"86f150b1-cf66-5caf-8e9e-501a603df0tr","call forwarding outgoing incoming","Incoming and Outgoing Phone Call","phones side-combination top-right","side-combination","call forwarding outgoing incoming_86f150b1-cf66-5caf-8e9e-501a603df0tr.svg"
"86f150b1-cf66-5caf-931b-0d558dad49tr","phone actions add 1","Add New Phone Call","phones side-combination top-right","side-combination","phone actions add 1_86f150b1-cf66-5caf-931b-0d558dad49tr.svg"
"86f150b1-cf66-5caf-9512-f7ec606bfetr","phone actions refresh","Phone Call Refresh Arrow","phones side-combination top-right","side-combination","phone actions refresh_86f150b1-cf66-5caf-9512-f7ec606bfetr.svg"
"86f150b1-cf66-5caf-9885-2883a9e319tr","consultation phone call","Medical Consultation Phone Call","health side-combination top-right","side-combination","consultation phone call_86f150b1-cf66-5caf-9885-2883a9e319tr.svg"
"86f150b1-cf66-5caf-9905-c97205f798tr","phone actions forward 1","Call Forwarding Symbol","phones side-combination top-right","side-combination","phone actions forward 1_86f150b1-cf66-5caf-9905-c97205f798tr.svg"
"86f150b1-cf66-5caf-9d32-5051aadda8tr","phone actions smile 1","Telephone with Happy Speech Bubble","phones side-combination top-right","side-combination","phone actions smile 1_86f150b1-cf66-5caf-9d32-5051aadda8tr.svg"
"86f150b1-cf66-5caf-a0b8-bb7f432054tr","phone actions lock","Secure Phone Call","phones side-combination top-right","side-combination","phone actions lock_86f150b1-cf66-5caf-a0b8-bb7f432054tr.svg"
"86f150b1-cf66-5caf-a0e3-b1897407d9tr","phone actions 24 support 1","Twenty Four Hour Phone Support","phones side-combination top-right","side-combination","phone actions 24 support 1_86f150b1-cf66-5caf-a0e3-b1897407d9tr.svg"
"86f150b1-cf66-5caf-a7c1-7d22f0de49tr","ambulance call","Emergency Medical Call","health side-combination top-right","side-combination","ambulance call_86f150b1-cf66-5caf-a7c1-7d22f0de49tr.svg"
"86f150b1-cf66-5caf-acfe-644485d3c8tr","phone actions restaurant","Phone Receiver with Fork and Knife","phones side-combination top-right","side-combination","phone actions restaurant_86f150b1-cf66-5caf-acfe-644485d3c8tr.svg"
"86f150b1-cf66-5caf-b4df-bb3dfe7ebetr","phone actions remove 1","Telephone Receiver with Cancel Symbol","phones side-combination top-right","side-combination","phone actions remove 1_86f150b1-cf66-5caf-b4df-bb3dfe7ebetr.svg"
"86f150b1-cf66-5caf-b56e-fe0df61a4ftr","phone actions next","Call Forwarding","phones side-combination top-right","side-combination","phone actions next_86f150b1-cf66-5caf-b56e-fe0df61a4ftr.svg"
"86f150b1-cf66-5caf-bd26-fef6f9c101tr","phone actions question 1","Phone Support Question Mark","phones side-combination top-right","side-combination","phone actions question 1_86f150b1-cf66-5caf-bd26-fef6f9c101tr.svg"
"86f7df50-bd33-5d37-97f8-ba6f048684br","embassy flag 2","Embassy Building with Flag","landmarks side-combination bottom-right","side-combination","embassy flag 2_86f7df50-bd33-5d37-97f8-ba6f048684br.svg"
"86f7df50-bd33-5d37-bb16-bc61d9b78dbr","embassy flag 2","Flag and Government Building","landmarks side-combination bottom-right","side-combination","embassy flag 2_86f7df50-bd33-5d37-bb16-bc61d9b78dbr.svg"
"87b4dae7-6d5a-504e-8057-8a88c92a68tr","headphones human music","Person Listening to Music","music side-combination top-right","side-combination","headphones human music_87b4dae7-6d5a-504e-8057-8a88c92a68tr.svg"
"87ca191f-9f08-5e08-b6e1-870a15b50bbo","beacon remote house","Smart Home Remote Control","technology side-combination bottom","side-combination","beacon remote house_87ca191f-9f08-5e08-b6e1-870a15b50bbo.svg"
"87f6e9f3-5032-4352-a858-53d1cdc716br","ai settings robot","Gear and Power Plug","artificial-intelligence side-combination bottom-right","side-combination","ai settings robot_87f6e9f3-5032-4352-a858-53d1cdc716br.svg"
"88443da7-00a5-49de-a7c4-43da211daabr","mouthwash with cup","Mouthwash Bottle and Cup","health side-combination bottom-right","side-combination","mouthwash with cup_88443da7-00a5-49de-a7c4-43da211daabr.svg"
"889af726-96d1-594a-a4ad-c70db66b24br","veterinarian pet drug","Paw Print and Medicine Capsule","pets side-combination bottom-right","side-combination","veterinarian pet drug_889af726-96d1-594a-a4ad-c70db66b24br.svg"
"899601b3-8027-456d-ae47-3542cfdb8bbr","online learning online course 1","Open Book and Computer Mouse","school-learning side-combination bottom-right","side-combination","online learning online course 1_899601b3-8027-456d-ae47-3542cfdb8bbr.svg"
"89fb6fa1-89d3-4277-a50b-2dd50dab7ctr","home improvement 11","Measuring Tape and Pencil","construction side-combination top-right","side-combination","home improvement 11_89fb6fa1-89d3-4277-a50b-2dd50dab7ctr.svg"
"8a183a63-8fbf-4cf6-aaec-bcd922b880to","audio book art","Art Book Palette","school-learning side-combination top","side-combination","audio book art_8a183a63-8fbf-4cf6-aaec-bcd922b880to.svg"
"8a588702-8526-4903-8db2-c377d1b6efbr","infection checkup 1","Virus Research and Analysis","health side-combination bottom-right","side-combination","infection checkup 1_8a588702-8526-4903-8db2-c377d1b6efbr.svg"
"8a588702-8526-4903-91d5-9bd53083e0bl","vaccine injection 2","Virus Vaccine Injection","health side-combination bottom-left","side-combination","vaccine injection 2_8a588702-8526-4903-91d5-9bd53083e0bl.svg"
"8a588702-8526-4903-91d5-9bd53083e0br","vaccine injection 1","Virus and Vaccine Injection Syringe","health side-combination bottom-right","side-combination","vaccine injection 1_8a588702-8526-4903-91d5-9bd53083e0br.svg"
"8a7bb75e-fc55-5c1f-84fc-c0b5791fb0br","healthcare diagnostic heart rate","Heart Rate Diagnostic Analysis","health side-combination bottom-right","side-combination","healthcare diagnostic heart rate_8a7bb75e-fc55-5c1f-84fc-c0b5791fb0br.svg"
"8a7bb75e-fc55-5c1f-b376-ad91c78c22br","tracker phone heart rate","Mobile Heart Rate Monitoring","health side-combination bottom-right","side-combination","tracker phone heart rate_8a7bb75e-fc55-5c1f-b376-ad91c78c22br.svg"
"8a8ad2bd-d2ec-46d9-a400-fd2f7b20a987","access token authentication coupon","Key Access Ticket","programing container-combination","container-combination","access token authentication coupon_8a8ad2bd-d2ec-46d9-a400-fd2f7b20a987.svg"
"8b077ef0-ba0d-405b-824c-2bb97b09c0br","photography equipment remote shutter","Remote Shutter Camera Control","photography side-combination bottom-right","side-combination","photography equipment remote shutter_8b077ef0-ba0d-405b-824c-2bb97b09c0br.svg"
"8b077ef0-ba0d-405b-8410-7cd5b4fdafbr","technology camera access lock","Secure Camera Access with Padlock","technology side-combination bottom-right","side-combination","technology camera access lock_8b077ef0-ba0d-405b-8410-7cd5b4fdafbr.svg"
"8b077ef0-ba0d-405b-867c-e102edd9f1tr","technology iot electronics photo camera","Wireless Connected Camera","technology side-combination top-right","side-combination","technology iot electronics photo camera_8b077ef0-ba0d-405b-867c-e102edd9f1tr.svg"
"8b077ef0-ba0d-405b-8bb3-41d6a1fb33br","technology camera access block","Camera Access Blocked","technology side-combination bottom-right","side-combination","technology camera access block_8b077ef0-ba0d-405b-8bb3-41d6a1fb33br.svg"
"8b077ef0-ba0d-405b-965e-e100d55ce7br","video edit camera measure","Camera Setting Sliders","video side-combination bottom-right","side-combination","video edit camera measure_8b077ef0-ba0d-405b-965e-e100d55ce7br.svg"
"8b077ef0-ba0d-405b-9919-0a8c59efc9br","video edit camera archive","Zipped Camera Archive","video side-combination bottom-right","side-combination","video edit camera archive_8b077ef0-ba0d-405b-9919-0a8c59efc9br.svg"
"8b077ef0-ba0d-405b-a3cb-caa71cc3b5br","technology camera access check","Camera With Checkmark","technology side-combination bottom-right","side-combination","technology camera access check_8b077ef0-ba0d-405b-a3cb-caa71cc3b5br.svg"
"8b077ef0-ba0d-405b-ab17-500d6f3b54br","photography equipment remote shutter","Camera Remote Shutter Control","photography side-combination bottom-right","side-combination","photography equipment remote shutter_8b077ef0-ba0d-405b-ab17-500d6f3b54br.svg"
"8b077ef0-ba0d-405b-b6bc-31b5b6442bbr","video edit camera archive","Camera with document","video side-combination bottom-right","side-combination","video edit camera archive_8b077ef0-ba0d-405b-b6bc-31b5b6442bbr.svg"
"8b1d371d-3153-57bc-8833-a4322d4cbdbr","choosing cat pet","Hand Selecting Cat Pet","pets side-combination bottom-right","side-combination","choosing cat pet_8b1d371d-3153-57bc-8833-a4322d4cbdbr.svg"
"8b1d371d-3153-57bc-9d49-4bc79c6175br","cat incompartible","Cat Head with Slashed Heart","animals side-combination bottom-right","side-combination","cat incompartible_8b1d371d-3153-57bc-9d49-4bc79c6175br.svg"
"8b1d371d-3153-57bc-9fc7-f9fe745af4br","cat water","Cat Water Fountain","pets side-combination bottom-right","side-combination","cat water_8b1d371d-3153-57bc-9fc7-f9fe745af4br.svg"
"8b1d371d-3153-57bc-9fe2-6fecc239b1br","cat stablization female","Neutered Male Cat","pets side-combination bottom-right","side-combination","cat stablization female_8b1d371d-3153-57bc-9fe2-6fecc239b1br.svg"
"8b1d371d-3153-57bc-a1fd-c57312609fbr","pet shop gift cat","Cat and Gift Box","pets side-combination bottom-right","side-combination","pet shop gift cat_8b1d371d-3153-57bc-a1fd-c57312609fbr.svg"
"8b1d371d-3153-57bc-b9c9-eae240f9d5br","cannabis cat","Cat Face and Cannabis Leaf","cannabis side-combination bottom-right","side-combination","cannabis cat_8b1d371d-3153-57bc-b9c9-eae240f9d5br.svg"
"8b1d371d-3153-57bc-bb67-65c3e63145br","cat incompartible","Not Compatible With Cats","pets side-combination bottom-right","side-combination","cat incompartible_8b1d371d-3153-57bc-bb67-65c3e63145br.svg"
"8ba14a04-c8da-5278-b9c9-eae240f9d5br","cannabis extract oil 1","Cannabis Oil Dropper","cannabis side-combination bottom-right","side-combination","cannabis extract oil 1_8ba14a04-c8da-5278-b9c9-eae240f9d5br.svg"
"8bd17abc-608f-4704-87eb-16a4c14d3ari","air purifier 4","Smartphone Air Purifier Control","ecology side-combination right","side-combination","air purifier 4_8bd17abc-608f-4704-87eb-16a4c14d3ari.svg"
"8bd17abc-608f-4704-a779-46135c16e4ri","air purifier 4","Smartphone with Airflow Symbols","ecology side-combination right","side-combination","air purifier 4_8bd17abc-608f-4704-a779-46135c16e4ri.svg"
"8bd55324-ebc3-4c07-a858-53d1cdc716tr","ai network robot","Global Network Robot","artificial-intelligence side-combination top-right","side-combination","ai network robot_8bd55324-ebc3-4c07-a858-53d1cdc716tr.svg"
"8c277800-7ab9-4394-9cfe-95949447c94e","astrology tent","Mystic Astrology Tent","religion container-combination","container-combination","astrology tent_8c277800-7ab9-4394-9cfe-95949447c94e.svg"
"8c61e80c-b2bd-44a8-9cc0-f15dcd54f48c","video player pc","Desktop Computer Video Player","video container-combination","container-combination","video player pc_8c61e80c-b2bd-44a8-9cc0-f15dcd54f48c.svg"
"8c61e80c-b2bd-44a8-a644-383157d2d39b","e commerce cart monitor keyboard","Online Shopping Computer Monitor","ecommerce container-combination","container-combination","e commerce cart monitor keyboard_8c61e80c-b2bd-44a8-a644-383157d2d39b.svg"
"8c61e80c-b2bd-44a8-a750-e243701b34d3","e commerce cart monitor keyboard","Online Shopping Cart Computer","ecommerce container-combination","container-combination","e commerce cart monitor keyboard_8c61e80c-b2bd-44a8-a750-e243701b34d3.svg"
"8c61e80c-b2bd-44a8-a866-11f751605109","e commerce cart monitor keyboard","Online Shopping Computer","ecommerce container-combination","container-combination","e commerce cart monitor keyboard_8c61e80c-b2bd-44a8-a866-11f751605109.svg"
"8c61e80c-b2bd-44a8-af72-39a55b85a974","video player monitor","Computer Video Player","video container-combination","container-combination","video player monitor_8c61e80c-b2bd-44a8-af72-39a55b85a974.svg"
"8c67d503-423f-4f89-aa87-6963634386br","protein gluten wheat decrease","Low Gluten Wheat Symbol","food side-combination bottom-right","side-combination","protein gluten wheat decrease_8c67d503-423f-4f89-aa87-6963634386br.svg"
"8c67d503-423f-4f89-b851-acf302ef01br","protein gluten wheat increase","Wheat Increase Symbol","food side-combination bottom-right","side-combination","protein gluten wheat increase_8c67d503-423f-4f89-b851-acf302ef01br.svg"
"8c9afa4f-6b92-41b3-8b6d-a0ac8b9d53br","workflow report pie chart","User Statistics Calendar Report","work side-combination bottom-right","side-combination","workflow report pie chart_8c9afa4f-6b92-41b3-8b6d-a0ac8b9d53br.svg"
"8cab393f-9c38-48a5-96bc-40dfa018e3br","fantasy medieval roleplay game defensive property burn fire ignite","Fire Protection Shield","war side-combination bottom-right","side-combination","fantasy medieval roleplay game defensive property burn fire ignite_8cab393f-9c38-48a5-96bc-40dfa018e3br.svg"
"8d5b656b-3421-5a09-b659-3f2fbd11c0tl","tiger footprint","Animal Head and Paw Print","animals side-combination top-left","side-combination","tiger footprint_8d5b656b-3421-5a09-b659-3f2fbd11c0tl.svg"
"8d6f684a-a473-4805-a4ad-c70db66b24br","drugs dealer price","Medicine Bottle and Dollar Sign","crime side-combination bottom-right","side-combination","drugs dealer price_8d6f684a-a473-4805-a4ad-c70db66b24br.svg"
"8dd50802-1f26-431a-80ad-577d64d63524","crypto currency bitcoin world","Global Bitcoin Network","finance container-combination","container-combination","crypto currency bitcoin world_8dd50802-1f26-431a-80ad-577d64d63524.svg"
"8dd50802-1f26-431a-85ec-2fd6000447br","network sync","Globe with Sync Arrows","internet side-combination bottom-right","side-combination","network sync_8dd50802-1f26-431a-85ec-2fd6000447br.svg"
"8dd50802-1f26-431a-874b-ecc9030684ee","coding apps website gdpr internet","GDPR Globe Data Protection","websites container-combination","container-combination","coding apps website gdpr internet_8dd50802-1f26-431a-874b-ecc9030684ee.svg"
"8dd50802-1f26-431a-879a-5477d3e84ebr","network question","Globe With Question Mark","internet side-combination bottom-right","side-combination","network question_8dd50802-1f26-431a-879a-5477d3e84ebr.svg"
"8dd50802-1f26-431a-89db-ddf1b6a98fbr","plane trip international","Airplane Flying Around the Globe","travel side-combination bottom-right","side-combination","plane trip international_8dd50802-1f26-431a-89db-ddf1b6a98fbr.svg"
"8dd50802-1f26-431a-8b09-653917d044tr","ai network spark","Global Network Spark","artificial-intelligence side-combination top-right","side-combination","ai network spark_8dd50802-1f26-431a-8b09-653917d044tr.svg"
"8dd50802-1f26-431a-8b6d-a0ac8b9d53br","human resources network","Global User Profile","companies side-combination bottom-right","side-combination","human resources network_8dd50802-1f26-431a-8b6d-a0ac8b9d53br.svg"
"8dd50802-1f26-431a-8db2-c377d1b6efbr","network search","Global Search Magnifying Glass","internet side-combination bottom-right","side-combination","network search_8dd50802-1f26-431a-8db2-c377d1b6efbr.svg"
"8dd50802-1f26-431a-8dfb-01e3bb127cbr","network subtract","Subtract Global Network","internet side-combination bottom-right","side-combination","network subtract_8dd50802-1f26-431a-8dfb-01e3bb127cbr.svg"
"8dd50802-1f26-431a-8eaa-28c7fcc79a4e","network live","Global Live Broadcast","internet container-combination","container-combination","network live_8dd50802-1f26-431a-8eaa-28c7fcc79a4e.svg"
"8dd50802-1f26-431a-9217-7031427f5fbr","network settings","Globe with Settings Gear","internet side-combination bottom-right","side-combination","network settings_8dd50802-1f26-431a-9217-7031427f5fbr.svg"
"8dd50802-1f26-431a-931b-0d558dad49br","network add","Add Global Network Connection","internet side-combination bottom-right","side-combination","network add_8dd50802-1f26-431a-931b-0d558dad49br.svg"
"8dd50802-1f26-431a-944e-587c542398br","coding apps website big data databse globality","Global Database Network","websites side-combination bottom-right","side-combination","coding apps website big data databse globality_8dd50802-1f26-431a-944e-587c542398br.svg"
"8dd50802-1f26-431a-97bb-f6b06da48cbr","network unlink disconnected","Global Network Disconnection","internet side-combination bottom-right","side-combination","network unlink disconnected_8dd50802-1f26-431a-97bb-f6b06da48cbr.svg"
"8dd50802-1f26-431a-98b0-87ef3165f5br","casino global chip","Globe and Casino Chip","entertainment side-combination bottom-right","side-combination","casino global chip_8dd50802-1f26-431a-98b0-87ef3165f5br.svg"
"8dd50802-1f26-431a-98bb-b90c403098br","network warning","Globe and Warning Sign","internet side-combination bottom-right","side-combination","network warning_8dd50802-1f26-431a-98bb-b90c403098br.svg"
"8dd50802-1f26-431a-98be-ae372bac64bl","internet connection globe good thumbs up","Globe With Thumbs Up","internet side-combination bottom-left","side-combination","internet connection globe good thumbs up_8dd50802-1f26-431a-98be-ae372bac64bl.svg"
"8dd50802-1f26-431a-98f2-4b8115e447br","network information","Globe With Information Symbol","internet side-combination bottom-right","side-combination","network information_8dd50802-1f26-431a-98f2-4b8115e447br.svg"
"8dd50802-1f26-431a-9905-c97205f798br","network refresh","Global Network Sharing","internet side-combination bottom-right","side-combination","network refresh_8dd50802-1f26-431a-9905-c97205f798br.svg"
"8dd50802-1f26-431a-9b9f-53abd2ca05bl","internet connection globe good thumbs up","Globe and Thumbs Up Symbol","internet side-combination bottom-left","side-combination","internet connection globe good thumbs up_8dd50802-1f26-431a-9b9f-53abd2ca05bl.svg"
"8dd50802-1f26-431a-9c62-9622160ecabr","network star","Global World Favorite Star","internet side-combination bottom-right","side-combination","network star_8dd50802-1f26-431a-9c62-9622160ecabr.svg"
"8dd50802-1f26-431a-9d0b-3e66cfa5b0br","coding apps website big data databse globality","Global Database Network","websites side-combination bottom-right","side-combination","coding apps website big data databse globality_8dd50802-1f26-431a-9d0b-3e66cfa5b0br.svg"
"8dd50802-1f26-431a-9f87-f3b69a27f2br","network clock","Globe and Analog Clock","internet side-combination bottom-right","side-combination","network clock_8dd50802-1f26-431a-9f87-f3b69a27f2br.svg"
"8dd50802-1f26-431a-a0b8-bb7f432054br","network lock","Globe with Padlock","internet side-combination bottom-right","side-combination","network lock_8dd50802-1f26-431a-a0b8-bb7f432054br.svg"
"8dd50802-1f26-431a-a142-474d81fe6btr","earthquake location","Globe With Location Pin","weather side-combination top-right","side-combination","earthquake location_8dd50802-1f26-431a-a142-474d81fe6btr.svg"
"8dd50802-1f26-431a-a1ab-06e3fe5239tr","climate change 1","Planet Earth and Shining Sun","ecology side-combination top-right","side-combination","climate change 1_8dd50802-1f26-431a-a1ab-06e3fe5239tr.svg"
"8dd50802-1f26-431a-a337-c2575e324bbr","network heart","Globe and Heart Symbol","internet side-combination bottom-right","side-combination","network heart_8dd50802-1f26-431a-a337-c2575e324bbr.svg"
"8dd50802-1f26-431a-a53b-be10293087br","network pin","Globe with Location Pin","internet side-combination bottom-right","side-combination","network pin_8dd50802-1f26-431a-a53b-be10293087br.svg"
"8dd50802-1f26-431a-a664-4ae3e56c83br","network cash","Global Currency Dollar Globe","internet side-combination bottom-right","side-combination","network cash_8dd50802-1f26-431a-a664-4ae3e56c83br.svg"
"8dd50802-1f26-431a-a7c1-7d22f0de49br","world cross","Globe with Plus Symbol","health side-combination bottom-right","side-combination","world cross_8dd50802-1f26-431a-a7c1-7d22f0de49br.svg"
"8dd50802-1f26-431a-a858-53d1cdc716tr","ai network robot","Global Artificial Intelligence Network","artificial-intelligence side-combination top-right","side-combination","ai network robot_8dd50802-1f26-431a-a858-53d1cdc716tr.svg"
"8dd50802-1f26-431a-aa87-6963634386br","network download","Global Network Download","internet side-combination bottom-right","side-combination","network download_8dd50802-1f26-431a-aa87-6963634386br.svg"
"8dd50802-1f26-431a-aab5-f6dc58ab93br","saving bank international","Global Bank and International Finance","finance side-combination bottom-right","side-combination","saving bank international_8dd50802-1f26-431a-aab5-f6dc58ab93br.svg"
"8dd50802-1f26-431a-aed2-de6f5b605156","earthquake global seismic wave","Global Earthquake Seismic Activity","weather container-combination","container-combination","earthquake global seismic wave_8dd50802-1f26-431a-aed2-de6f5b605156.svg"
