kind,id,old_concept,categories,position,main_prefix,main_ids,main_concepts,sub_tail,sub_ids,sub_concepts
side,be9bae6a-3dc6-5dc7-b833-ef74f90bf8bo,cloud folder,internet side-combination bottom,bo,be9bae6a-3dc6-5dc7-,,,b833-ef74f90bf8,91daaa04-622c-5ef9-b833-ef74f90bf833,folder
side,be9bae6a-3dc6-5dc7-b852-967b66a0f1bo,amazon web service private,websites side-combination bottom,bo,be9bae6a-3dc6-5dc7-,,,b852-967b66a0f1,0a5f79fb-077b-4a74-b852-967b66a0f12e,plug
side,be9bae6a-3dc6-5dc7-b852-967b66a0f1br,api related authentication plug,programing side-combination bottom-right,br,be9bae6a-3dc6-5dc7-,,,b852-967b66a0f1,0a5f79fb-077b-4a74-b852-967b66a0f12e,plug
side,be9bae6a-3dc6-5dc7-b978-93997ec5e7bo,amazon virtual private cloud protect,programing side-combination bottom,bo,be9bae6a-3dc6-5dc7-,,,b978-93997ec5e7,8e1100ca-39fe-4e71-b978-93997ec5e7d8,shield
side,be9bae6a-3dc6-5dc7-bab9-3143aecf95bo,cloud refresh,internet side-combination bottom,bo,be9bae6a-3dc6-5dc7-,,,bab9-3143aecf95,4d77908b-9f0a-416f-bab9-3143aecf95b6,synchronize refresh arrow
side,be9bae6a-3dc6-5dc7-befb-a58dead7c5bo,cloud photo,internet side-combination bottom,bo,be9bae6a-3dc6-5dc7-,,,befb-a58dead7c5,52be666d-64a9-45bd-befb-a58dead7c51f,camera
side,be9bae6a-3dc6-5dc7-bf8a-4f0068eb73bo,amazon web service xray 1,programing side-combination bottom,bo,be9bae6a-3dc6-5dc7-,,,bf8a-4f0068eb73,e4d7986d-cfb8-4c53-bf8a-4f0068eb73e4,circle bar
side,bf29416e-316c-548b-b004-21bd27fe11br,dog cop badge,pets side-combination bottom-right,br,bf29416e-316c-548b-,bf29416e-316c-548b-9cc0-8b851d979c09,dog,b004-21bd27fe11,60d67027-c2f9-4f11-b004-21bd27fe11f2,shield star
side,bf664f43-31f6-4459-8db2-c377d1b6efbr,barcode search,shopping side-combination bottom-right,br,bf664f43-31f6-4459-,bf664f43-31f6-4459-9d12-7a1d85a97306,barcode,8db2-c377d1b6ef,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,magnifying glass
side,bf8d7a17-c7fb-50b8-836a-62b022c551tl,dangerous logistic carried truck,crime side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,836a-62b022c551,cb2b2f08-6efa-4f5e-836a-62b022c55138,skull
side,bf8d7a17-c7fb-50b8-836a-62b022c551tr,dangerous logistic truck,crime side-combination top-right,tr,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,836a-62b022c551,cb2b2f08-6efa-4f5e-836a-62b022c55138,skull
side,bf8d7a17-c7fb-50b8-863b-30511134cdtl,temperature control shipping 2,delivery side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,863b-30511134cd,360fc91b-24b0-485d-863b-30511134cdd1,snowflake 1
side,bf8d7a17-c7fb-50b8-8ad0-0d51c15807tl,quarry helmet,construction side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,8ad0-0d51c15807,d5b67122-8eaa-475e-8ad0-0d51c15807ab,helmet
side,bf8d7a17-c7fb-50b8-8d29-69479a774btr,shopping transport advertising truck megaphone,business side-combination top-right,tr,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,8d29-69479a774b,9e81b14e-7968-4119-8d29-69479a774ba8,megaphone
side,bf8d7a17-c7fb-50b8-9217-7031427f5ftl,quarry cog,business side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,9217-7031427f5f,1e82d117-570c-41ee-9217-7031427f5fea,cog
side,bf8d7a17-c7fb-50b8-9744-eb671dd3a3tr,shopping transport advertising truck sale,business side-combination top-right,tr,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,9744-eb671dd3a3,ca2240b7-6de4-4755-9744-eb671dd3a3a2,badge exclamation mark
side,bf8d7a17-c7fb-50b8-98bb-b90c403098tl,deliver issue carried truck,protection side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,98bb-b90c403098,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
side,bf8d7a17-c7fb-50b8-9f87-f3b69a27f2tl,delivery truck clock,delivery side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,9f87-f3b69a27f2,282df875-ad80-4f27-9f87-f3b69a27f229,clock
side,bf8d7a17-c7fb-50b8-a388-10e9ec1fdctl,signal repeater truck 5g,technology side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,a388-10e9ec1fdc,e6789468-9cc2-4444-a388-10e9ec1fdcb5,electric waves 1
side,bf8d7a17-c7fb-50b8-a3cb-caa71cc3b5tr,supply chain shipping fee included truck,business side-combination top-right,tr,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,a3cb-caa71cc3b5,9990b35d-e41d-404f-a3cb-caa71cc3b51f,circle check
side,bf8d7a17-c7fb-50b8-a68d-88ee7c1043tl,free shipping,shipping side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,a68d-88ee7c1043,699e68d7-f2fa-4218-a68d-88ee7c104356,prohitbition dollar
side,bf8d7a17-c7fb-50b8-ac5f-156d807d11tr,illegal logistic criminal,crime side-combination top-right,tr,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,ac5f-156d807d11,484cb3fb-0065-4ca7-ac5f-156d807d114c,criminal
side,bf8d7a17-c7fb-50b8-b1da-62a62d9213tl,temperature control shipping 3,shipping side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,b1da-62a62d9213,b9550739-2fcc-4d3f-b1da-62a62d9213f5,thermometer
side,bf8d7a17-c7fb-50b8-b4df-bb3dfe7ebetl,failed to deliver 3,delivery side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,b4df-bb3dfe7ebe,8fece960-4425-489e-b4df-bb3dfe7ebe00,circle remove
side,bf8d7a17-c7fb-50b8-bd2c-a165c5bc4ftl,truck animal,transportation side-combination top-left,tl,bf8d7a17-c7fb-50b8-,bf8d7a17-c7fb-50b8-aff8-954e3243dc72,truck,bd2c-a165c5bc4f,0a8cb5e3-2e22-4439-bd2c-a165c5bc4f59,bull head
side,bfb848d1-da92-43dd-931b-0d558dad49br,shipment add,shipping side-combination bottom-right,br,bfb848d1-da92-43dd-,bfb848d1-da92-43dd-a6a0-732555393f6e,box,931b-0d558dad49,c4d23011-c558-4522-931b-0d558dad4995,circle add
side,bff981b1-e1fa-524a-81eb-ec067ec52ebr,medical data clipboard heart rate,health side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,81eb-ec067ec52e,a954f676-1cce-4e19-81eb-ec067ec52edc,heart rate
side,bff981b1-e1fa-524a-8bb3-41d6a1fb33br,notes disable,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,8bb3-41d6a1fb33,ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,prohitbition
side,bff981b1-e1fa-524a-8db2-c377d1b6efbr,notes search,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,8db2-c377d1b6ef,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,magnifying glass
side,bff981b1-e1fa-524a-8dfb-01e3bb127cbr,notes subtract,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,8dfb-01e3bb127c,ab7a719f-7c4a-4ed8-8dfb-01e3bb127cb4,circle minus
side,bff981b1-e1fa-524a-9217-7031427f5fbr,notes settings,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,9217-7031427f5f,1e82d117-570c-41ee-9217-7031427f5fea,cog
side,bff981b1-e1fa-524a-931b-0d558dad49br,notes add,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,931b-0d558dad49,c4d23011-c558-4522-931b-0d558dad4995,circle add
side,bff981b1-e1fa-524a-98bb-b90c403098br,notes warning,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,98bb-b90c403098,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
side,bff981b1-e1fa-524a-9959-dd04e8c520br,copy paste 1,interface-essential side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,9959-dd04e8c520,9c3cb75e-d776-4efc-9959-dd04e8c52052,text file
side,bff981b1-e1fa-524a-9c62-9622160ecabr,notes star,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,9c62-9622160eca,b255daf0-3adf-4238-9c62-9622160eca5c,star
side,bff981b1-e1fa-524a-9ee2-0f23f5c3b3br,medical data clipboard heart rate,health side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,9ee2-0f23f5c3b3,468beab8-6edf-4e7f-9ee2-0f23f5c3b360,heart rate
side,bff981b1-e1fa-524a-9f87-f3b69a27f2br,notes clock,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,9f87-f3b69a27f2,282df875-ad80-4f27-9f87-f3b69a27f229,clock
side,bff981b1-e1fa-524a-a0b8-bb7f432054br,notes lock,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,a0b8-bb7f432054,386cb547-821f-4d23-a0b8-bb7f43205473,lock
side,bff981b1-e1fa-524a-a337-c2575e324bbr,notes heart,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,a337-c2575e324b,0104273d-3559-4788-a337-c2575e324bb8,heart
side,bff981b1-e1fa-524a-a3cb-caa71cc3b5br,notes check,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,a3cb-caa71cc3b5,9990b35d-e41d-404f-a3cb-caa71cc3b51f,circle check
side,bff981b1-e1fa-524a-a50b-2dd50dab7cbr,notes edit,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,a50b-2dd50dab7c,4c398c0b-71ae-4681-a50b-2dd50dab7c0f,pencil
side,bff981b1-e1fa-524a-a664-4ae3e56c83br,notes cash,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,a664-4ae3e56c83,563b0b14-308a-4b0a-a664-4ae3e56c8366,circle dollar
side,bff981b1-e1fa-524a-a76f-cd368e6bb7br,notes quill,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,a76f-cd368e6bb7,d0a41162-1854-443c-a76f-cd368e6bb727,quill
side,bff981b1-e1fa-524a-a7c1-7d22f0de49br,medical data clipboard cross,health side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,a7c1-7d22f0de49,4e6c72ac-9782-4bd5-a7c1-7d22f0de49cc,medical cross
side,bff981b1-e1fa-524a-a859-ebdb7d92a8br,medical data clipboard heart rate,health side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,a859-ebdb7d92a8,a9dc34df-bbc3-4ab4-a859-ebdb7d92a804,heart rate
side,bff981b1-e1fa-524a-a990-9a6447b66etr,person task 1,business side-combination top-right,tr,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,a990-9a6447b66e,3b7aa072-22e2-420b-a990-9a6447b66ea3,task list
side,bff981b1-e1fa-524a-aa87-6963634386br,notes download,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,aa87-6963634386,9703959b-8d72-4272-aa87-6963634386ca,circle arrow down
side,bff981b1-e1fa-524a-b13a-e0950315fcbr,notes home,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,b13a-e0950315fc,5ae6e559-27d0-490b-b13a-e0950315fc03,house
side,bff981b1-e1fa-524a-b4df-bb3dfe7ebebr,notes remove,content side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,b4df-bb3dfe7ebe,8fece960-4425-489e-b4df-bb3dfe7ebe00,circle remove
side,bff981b1-e1fa-524a-b851-acf302ef01br,task list upload 1,office side-combination bottom-right,br,bff981b1-e1fa-524a-,bff981b1-e1fa-524a-83ac-14e5d932e17b,note,b851-acf302ef01,7bd3a2bd-439f-4018-b851-acf302ef01a5,circle arrow up
side,c02dbb47-ed6d-437d-a858-53d1cdc716tr,ai vehicle robot 1,transportation side-combination top-right,tr,c02dbb47-ed6d-437d-,c02dbb47-ed6d-437d-9b09-015be167c963,car,a858-53d1cdc716,8c1610b9-bbb1-4bc2-a858-53d1cdc71603,robot
side,c06636c9-30eb-443c-8833-a4322d4cbdbr,touch finger lock,interface-essential side-combination bottom-right,br,c06636c9-30eb-443c-,c06636c9-30eb-443c-864c-db39ef682b39,square lock,8833-a4322d4cbd,82734f7a-f16b-4ab7-8833-a4322d4cbd4b,hand point
side,c08ff3f4-e21c-4658-ba4d-99e37f3bebbr,products gift tag,shopping side-combination bottom-right,br,c08ff3f4-e21c-4658-,c08ff3f4-e21c-4658-a232-539f6251d633,gift box,ba4d-99e37f3beb,f524c752-e4b1-49ca-ba4d-99e37f3beb2e,tag 1
side,c0a14e2a-4419-5c4d-aa87-6963634386to,harddrive download 1,servers side-combination top,to,c0a14e2a-4419-5c4d-,c0a14e2a-4419-5c4d-bceb-f564e7b8279f,usb type c,aa87-6963634386,9703959b-8d72-4272-aa87-6963634386ca,circle arrow down
side,c0a14e2a-4419-5c4d-b851-acf302ef01to,harddrive upload 2,servers side-combination top,to,c0a14e2a-4419-5c4d-,c0a14e2a-4419-5c4d-bceb-f564e7b8279f,usb type c,b851-acf302ef01,7bd3a2bd-439f-4018-b851-acf302ef01a5,circle arrow up
side,c0db1df4-418b-4c1b-954d-6f0f493ca1tr,cat grass,pets side-combination top-right,tr,c0db1df4-418b-4c1b-,c0db1df4-418b-4c1b-908c-2fe7005f2897,cat grass 1,954d-6f0f493ca1,58377584-5a28-47bf-954d-6f0f493ca1fb,cat
side,c190e78d-4d6e-5ed7-90b7-a6ee581341tr,dating chat man,romance side-combination top-right,tr,c190e78d-4d6e-5ed7-,c190e78d-4d6e-5ed7-b09d-b4e6b49340c4,man,90b7-a6ee581341,2a3f04f0-a404-41db-90b7-a6ee5813413b,messages bubble round heart
side,c1a77ca3-a293-51b0-90b7-a6ee581341tr,dating chat man,romance side-combination top-right,tr,c1a77ca3-a293-51b0-,c1a77ca3-a293-51b0-9aea-f66e746d0e15,man,90b7-a6ee581341,2a3f04f0-a404-41db-90b7-a6ee5813413b,messages bubble round heart
side,c1ff8321-3ac1-48fc-aa58-53ce337798to,programming hold laptop,programing side-combination top,to,c1ff8321-3ac1-48fc-,c1ff8321-3ac1-48fc-bdd4-880798eeea3c,hand holding,aa58-53ce337798,0eca8bb8-75fe-4501-aa58-53ce337798cc,laptop
side,c1ff8321-3ac1-48fc-acaf-745d96ceefto,blood donor 2,health side-combination top,to,c1ff8321-3ac1-48fc-,c1ff8321-3ac1-48fc-bdd4-880798eeea3c,hand holding,acaf-745d96ceef,4fe0a6bc-2115-4dc8-acaf-745d96ceef9a,drop cross
side,c1ff8321-3ac1-48fc-b9c9-eae240f9d5to,cannabis 2,cannabis side-combination top,to,c1ff8321-3ac1-48fc-,c1ff8321-3ac1-48fc-bdd4-880798eeea3c,hand holding,b9c9-eae240f9d5,219ceabe-349a-4492-b9c9-eae240f9d5c9,cannabis
side,c1ff8321-3ac1-48fc-bae0-4dbe45a7e1to,truth hand,protection side-combination top,to,c1ff8321-3ac1-48fc-,c1ff8321-3ac1-48fc-bdd4-880798eeea3c,hand holding,bae0-4dbe45a7e1,bdda71e5-4ed5-43c8-bae0-4dbe45a7e154,rhombus check
side,c1ff8321-3ac1-48fc-bc9e-c25a3d070fto,cannabis 2,cannabis side-combination top,to,c1ff8321-3ac1-48fc-,c1ff8321-3ac1-48fc-bdd4-880798eeea3c,hand holding,bc9e-c25a3d070f,8be10246-6ae7-43c7-bc9e-c25a3d070fe3,cannabis
side,c246de89-264c-46cf-8bba-d4d0f8b7b6bl,job responsibility bag hand,work side-combination bottom-left,bl,c246de89-264c-46cf-,c246de89-264c-46cf-bdc1-2edde954a7a7,briefcase,8bba-d4d0f8b7b6,1ab29135-e724-4766-8bba-d4d0f8b7b6d5,begging hand ask
side,c246de89-264c-46cf-90c1-b19234a4a0tr,online job bag globe 2,work side-combination top-right,tr,c246de89-264c-46cf-,c246de89-264c-46cf-bdc1-2edde954a7a7,briefcase,90c1-b19234a4a0,076f94bc-9c1a-413b-90c1-b19234a4a013,globe
side,c246de89-264c-46cf-93e1-6c92d2e4e5br,travel luggage,travel side-combination bottom-right,br,c246de89-264c-46cf-,c246de89-264c-46cf-bdc1-2edde954a7a7,briefcase,93e1-6c92d2e4e5,f68cfed4-af07-4707-93e1-6c92d2e4e588,earth
side,c246de89-264c-46cf-9b9f-53abd2ca05bl,job responsibility bag thumbs up,work side-combination bottom-left,bl,c246de89-264c-46cf-,c246de89-264c-46cf-bdc1-2edde954a7a7,briefcase,9b9f-53abd2ca05,159051f0-87aa-4c05-9b9f-53abd2ca05ef,thumbs up
side,c246de89-264c-46cf-afb1-88fabe63cabr,job responsibility bag check,work side-combination bottom-right,br,c246de89-264c-46cf-,c246de89-264c-46cf-bdc1-2edde954a7a7,briefcase,afb1-88fabe63ca,728427d6-1a96-46e6-afb1-88fabe63ca21,check badge
side,c273f28f-c71b-4dd4-852e-3e5d04635btr,coding apps website web form email field 3,interface-essential side-combination top-right,tr,c273f28f-c71b-4dd4-,c273f28f-c71b-4dd4-8240-ef4705a59b28,horizontal rectangle,852e-3e5d04635b,,
side,c273f28f-c71b-4dd4-867b-fa95e2fe44tr,coding apps website web form email field 3,interface-essential side-combination top-right,tr,c273f28f-c71b-4dd4-,c273f28f-c71b-4dd4-8240-ef4705a59b28,horizontal rectangle,867b-fa95e2fe44,,
side,c273f28f-c71b-4dd4-8db2-c377d1b6efbr,barcode search,shopping side-combination bottom-right,br,c273f28f-c71b-4dd4-,c273f28f-c71b-4dd4-8240-ef4705a59b28,horizontal rectangle,8db2-c377d1b6ef,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,magnifying glass
side,c273f28f-c71b-4dd4-918e-f08dbf65aetr,coding apps website web form email field 2,interface-essential side-combination top-right,tr,c273f28f-c71b-4dd4-,c273f28f-c71b-4dd4-8240-ef4705a59b28,horizontal rectangle,918e-f08dbf65ae,fa55b384-86b5-4031-918e-f08dbf65aec7,e mail
side,c3034182-8272-438e-96bc-40dfa018e3br,fantasy medieval roleplay game defensive property burn fire ignite,war side-combination bottom-right,br,c3034182-8272-438e-,c3034182-8272-438e-bd25-32ee58c63442,shield,96bc-40dfa018e3,,
side,c368d189-0003-5241-836a-62b022c551tr,dangerous logistic container craine,crime side-combination top-right,tr,c368d189-0003-5241-,c368d189-0003-5241-889d-bf5b16aa99f6,lift hook box,836a-62b022c551,cb2b2f08-6efa-4f5e-836a-62b022c55138,skull
side,c368d189-0003-5241-98bb-b90c403098tr,deliver issue container craine,protection side-combination top-right,tr,c368d189-0003-5241-,c368d189-0003-5241-889d-bf5b16aa99f6,lift hook box,98bb-b90c403098,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
side,c368d189-0003-5241-a4ad-c70db66b24tr,drugs logistic container craine,transportation side-combination top-right,tr,c368d189-0003-5241-,c368d189-0003-5241-889d-bf5b16aa99f6,lift hook box,a4ad-c70db66b24,6cb102ae-38d0-4d2c-a4ad-c70db66b2436,pill
side,c37eca99-9a58-480b-8ad0-0d51c15807to,helmet monitor,business side-combination top,to,c37eca99-9a58-480b-,c37eca99-9a58-480b-96e2-655800a1c2c8,desktop computer pc,8ad0-0d51c15807,d5b67122-8eaa-475e-8ad0-0d51c15807ab,helmet
side,c37eca99-9a58-480b-a0b8-bb7f432054tr,desktop monitor lock 1,computers side-combination top-right,tr,c37eca99-9a58-480b-,c37eca99-9a58-480b-96e2-655800a1c2c8,desktop computer pc,a0b8-bb7f432054,386cb547-821f-4d23-a0b8-bb7f43205473,lock
side,c37eca99-9a58-480b-a7c1-7d22f0de49tr,online doctor desktop 1,health side-combination top-right,tr,c37eca99-9a58-480b-,c37eca99-9a58-480b-96e2-655800a1c2c8,desktop computer pc,a7c1-7d22f0de49,4e6c72ac-9782-4bd5-a7c1-7d22f0de49cc,medical cross
side,c3e720c7-c79a-4190-a124-bfde36e44atr,cursor double click 1,interface-essential side-combination top-right,tr,c3e720c7-c79a-4190-,c3e720c7-c79a-4190-ae6f-388dbaef366f,ripple,a124-bfde36e44a,bc7210f9-98c5-477d-a124-bfde36e44a35,arrow down left
side,c3e720c7-c79a-4190-a50b-2dd50dab7ctr,pen pressure,design side-combination top-right,tr,c3e720c7-c79a-4190-,c3e720c7-c79a-4190-ae6f-388dbaef366f,ripple,a50b-2dd50dab7c,4c398c0b-71ae-4681-a50b-2dd50dab7c0f,pencil
side,c3e720c7-c79a-4190-b14a-fe878165b5br,cursor double click 2,interface-essential side-combination bottom-right,br,c3e720c7-c79a-4190-,c3e720c7-c79a-4190-ae6f-388dbaef366f,ripple,b14a-fe878165b5,9eb9abed-c76d-498f-b14a-fe878165b5e6,cursor left
side,c3e720c7-c79a-4190-b690-c751a7da78br,cursor click,computers side-combination bottom-right,br,c3e720c7-c79a-4190-,c3e720c7-c79a-4190-ae6f-388dbaef366f,ripple,b690-c751a7da78,1b142e96-a7ca-4d29-b690-c751a7da7802,cursor left 2
side,c3f70ce7-b515-5c42-b9c9-eae240f9d5br,cannabis candy,cannabis side-combination bottom-right,br,c3f70ce7-b515-5c42-,c3f70ce7-b515-5c42-966d-2d205fa56964,candy,b9c9-eae240f9d5,219ceabe-349a-4492-b9c9-eae240f9d5c9,cannabis
side,c430178f-a74c-4b14-8a2b-da7cd9955cbl,blueprint helmet 1,construction side-combination bottom-left,bl,c430178f-a74c-4b14-,c430178f-a74c-4b14-94d6-b1aa54e3f6eb,blueprint,8a2b-da7cd9955c,97a9265b-3cf4-420c-8a2b-da7cd9955c06,helmet
side,c430178f-a74c-4b14-8ad0-0d51c15807bl,blueprint helmet 1,construction side-combination bottom-left,bl,c430178f-a74c-4b14-,c430178f-a74c-4b14-94d6-b1aa54e3f6eb,blueprint,8ad0-0d51c15807,d5b67122-8eaa-475e-8ad0-0d51c15807ab,helmet
side,c430178f-a74c-4b14-9935-862250d036bl,blueprint helmet 1,business side-combination bottom-left,bl,c430178f-a74c-4b14-,c430178f-a74c-4b14-94d6-b1aa54e3f6eb,blueprint,9935-862250d036,2c1fa7b6-a8c3-4407-9935-862250d036d1,helmet
side,c430178f-a74c-4b14-9ea0-f4aab7a422bl,blueprint person,business side-combination bottom-left,bl,c430178f-a74c-4b14-,c430178f-a74c-4b14-94d6-b1aa54e3f6eb,blueprint,9ea0-f4aab7a422,b67a6986-d5db-40d6-9ea0-f4aab7a422b7,design person
side,c430178f-a74c-4b14-a50b-2dd50dab7ctr,project blueprint create,construction side-combination top-right,tr,c430178f-a74c-4b14-,c430178f-a74c-4b14-94d6-b1aa54e3f6eb,blueprint,a50b-2dd50dab7c,4c398c0b-71ae-4681-a50b-2dd50dab7c0f,pencil
side,c430178f-a74c-4b14-bf95-7914b16b02tr,project blueprint idea,construction side-combination top-right,tr,c430178f-a74c-4b14-,c430178f-a74c-4b14-94d6-b1aa54e3f6eb,blueprint,bf95-7914b16b02,dd2aca27-c840-4398-bf95-7914b16b0275,bulb
side,c49c7572-a040-462a-9ea5-be6ccd2c90br,natural disaster hurricane radar,weather side-combination bottom-right,br,c49c7572-a040-462a-,c49c7572-a040-462a-ab31-b6d65a462a2a,radar,9ea5-be6ccd2c90,dc2f84e2-1e3c-4253-9ea5-be6ccd2c901f,hurricane
side,c4f5e438-1f3e-48c9-8901-7c38495922br,delete trash undo 1,interface-essential side-combination bottom-right,br,c4f5e438-1f3e-48c9-,c4f5e438-1f3e-48c9-a099-e32f75678ef0,trash,8901-7c38495922,53227aaa-0ab2-4f90-8901-7c384959220c,previous arrow
side,c52b8c01-47ae-59ce-897e-de17aaf87cbr,car engine 11,transportation side-combination bottom-right,br,c52b8c01-47ae-59ce-,c52b8c01-47ae-59ce-bbfb-9594b8bcc540,car engine,897e-de17aaf87c,661caf54-eac9-4e44-897e-de17aaf87c39,flash
side,c577e0e4-e7f4-48be-a400-fd2f7b20a9br,access token authentication coin 2,programing side-combination bottom-right,br,c577e0e4-e7f4-48be-,c577e0e4-e7f4-48be-941f-09df216731ed,concentrics circle 1,a400-fd2f7b20a9,8d4e51db-4d2a-4285-a400-fd2f7b20a987,key
side,c5b95603-1163-4ea7-8dfb-01e3bb127ctr,rating star subtract 1,rating side-combination top-right,tr,c5b95603-1163-4ea7-,c5b95603-1163-4ea7-85f6-90c9f169e889,star,8dfb-01e3bb127c,ab7a719f-7c4a-4ed8-8dfb-01e3bb127cb4,circle minus
side,c5b95603-1163-4ea7-931b-0d558dad49tr,rating star add 1,rating side-combination top-right,tr,c5b95603-1163-4ea7-,c5b95603-1163-4ea7-85f6-90c9f169e889,star,931b-0d558dad49,c4d23011-c558-4522-931b-0d558dad4995,circle add
side,c5b95603-1163-4ea7-9f29-5124f5d2d5br,amazon web service codestar,programing side-combination bottom-right,br,c5b95603-1163-4ea7-,c5b95603-1163-4ea7-85f6-90c9f169e889,star,9f29-5124f5d2d5,3699b0e7-2691-4335-9f29-5124f5d2d5cb,circle code bracket
side,c5b95603-1163-4ea7-a3cb-caa71cc3b5tr,rating star check,rating side-combination top-right,tr,c5b95603-1163-4ea7-,c5b95603-1163-4ea7-85f6-90c9f169e889,star,a3cb-caa71cc3b5,9990b35d-e41d-404f-a3cb-caa71cc3b51f,circle check
side,c5b95603-1163-4ea7-a7c1-7d22f0de49tr,rating star add,rating side-combination top-right,tr,c5b95603-1163-4ea7-,c5b95603-1163-4ea7-85f6-90c9f169e889,star,a7c1-7d22f0de49,4e6c72ac-9782-4bd5-a7c1-7d22f0de49cc,medical cross
side,c5b95603-1163-4ea7-ab46-c2e8af425etr,rating star subtract,rating side-combination top-right,tr,c5b95603-1163-4ea7-,c5b95603-1163-4ea7-85f6-90c9f169e889,star,ab46-c2e8af425e,a6b4ed56-3a81-4fe8-ab46-c2e8af425eff,minus bold
