uuid,reference,concept,pages,primary,all_categories,previous_runs,newest_run,errors,reviewer
10fe00ef-bdce-47d7-95cd-4727e2fc9f1a,pictographic-primitives/_uncategorized_33/safety fire right_10fe00ef-bdce-47d7-95cd-4727e2fc9f1a.svg,Right Arrow with Wind Gust,primitives-drawn,bounds,bounds parallel spacing holes,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (4, 4, 44, 44.0494) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0, 0.0, 0.0, 0.0494], tolerance 0.0) || mic [arrow]: parallel straight edges arrow-7 and arrow-5 are 2.82843 apart on centerlines (ink gap -1.17157); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [arrow]: parallel straight edges arrow-4 and arrow-2 are 2.82843 apart on centerlines (ink gap -1.17157); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [arrow]: arrow and trail-mid are 2.12132 apart on centerlines nearest (27.5, 30.5)<->(26, 29); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [arrow]: arrow and trail-bottom are 5.65685 apart on centerlines nearest (26, 32)<->(22, 36); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [trail-mid]: trail-mid and trail-bottom are 4.39697 apart on centerlines nearest (21.1763, 31.6809)<->(22, 36); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
4a5d4a34-afe6-4020-b1fa-c429eb47cc78,pictographic-primitives/_uncategorized_35/spellbook_4a5d4a34-afe6-4020-b1fa-c429eb47cc78.svg,Open Book with Star Symbol,primitives-drawn,bounds,bounds spacing holes,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (4, 4.5, 44, 44) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0, 0.5, 0.0, 0.0], tolerance 0.0) || mic [outer]: outer and star are 2 apart on centerlines nearest (6, 22)<->(8, 22); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 2 undersized holes; 0 pinches",
0e825ec7-4e16-4b31-8f5e-172f49f26a63,pictographic-primitives/_uncategorized_38/trading learning 3_0e825ec7-4e16-4b31-8f5e-172f49f26a63.svg,Open Book with Rising Growth Arrow,primitives-drawn,bounds,bounds,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (4, 4, 44.0335, 44) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0, 0.0, 0.0335, 0.0], tolerance 0.0)",
861e17b0-a761-4ce1-aadb-ee4995755d3f,pictographic-primitives/_uncategorized_39/video game controller monitor_861e17b0-a761-4ce1-aadb-ee4995755d3f.svg,Video Game Monitor and Controller,primitives-drawn,bounds,bounds parallel spacing holes,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (4, 4, 44, 44.1803) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0, 0.0, 0.0, 0.1803], tolerance 0.0) || mic [monitor]: parallel straight edges monitor-6, monitor-5 and stand-foot-1, stand-foot-2 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [monitor]: monitor and character are 3.68338 apart on centerlines nearest (6, 16)<->(9.68338, 16); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [stand-foot]: stand-foot and controller are 2.38462 apart on centerlines nearest (24, 30)<->(24.9172, 32.2012); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [mouth]: mouth and pellet are 7.80869 apart on centerlines nearest (18.9024, 11.122)<->(25, 16); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 3 undersized holes; 0 pinches",
fb5ed3c8-9522-4523-9735-214910411c7e,pictographic-primitives/_uncategorized_39/video game controller team_fb5ed3c8-9522-4523-9735-214910411c7e.svg,Multiplayer Video Game Group,primitives-drawn,bounds,bounds parallel spacing holes,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (4, 4, 44, 43.1384) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0, 0.0, 0.0, 0.8616], tolerance 0.0) || mic [controller]: parallel straight edges controller-0 and d-pad-1 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [head-0]: head-0 and head-1 are 6 apart on centerlines nearest (15, 9)<->(21, 9); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [shoulders-0]: shoulders-0 and controller are 5 apart on centerlines nearest (18, 23)<->(18, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [head-1]: head-1 and head-2 are 6 apart on centerlines nearest (27, 9)<->(33, 9); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [controller]: controller and d-pad-3 are 1.8 apart on centerlines nearest (15.08, 37.44)<->(14, 36); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [controller]: controller and button are 3.9997 apart on centerlines nearest (34.0491, 28.0006)<->(34, 32); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
36ec33e6-3587-4196-b433-a5ed4e77ad2d,pictographic-primitives/_uncategorized_39/video game controller wifi_36ec33e6-3587-4196-b433-a5ed4e77ad2d.svg,Wireless Video Game Controller,primitives-drawn,bounds,bounds parallel spacing holes,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (4, 4, 44, 43.1384) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0, 0.0, 0.0, 0.8616], tolerance 0.0) || mic [controller]: parallel straight edges controller-0 and d-pad-1 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [wifi-middle]: wifi-middle and wifi-inner are 6.35408 apart on centerlines nearest (31.2773, 19.2974)<->(26.9062, 23.9091); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [wifi-inner]: wifi-inner and controller are 4 apart on centerlines nearest (21, 24)<->(21, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [controller]: controller and d-pad-3 are 1.8 apart on centerlines nearest (15.08, 37.44)<->(14, 36); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [controller]: controller and button are 3.9997 apart on centerlines nearest (34.0491, 28.0006)<->(34, 32); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 2 undersized holes; 0 pinches",
4d29ffb6-bda5-416a-be77-62a701e144e4,pictographic-primitives/crime/robbing_4d29ffb6-bda5-416a-be77-62a701e144e4.svg,Robber Threatening Person With Knife,primitives-drawn,bounds,bounds parallel spacing pinches holes,2,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (4, 4, 44.4682, 44) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0, 0.0, 0.4682, 0.0], tolerance 0.0) || mic [money-stem]: parallel straight edges money-stem and victim-torso are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [knife]: parallel straight edges knife-1 and robber-torso are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [knife]: parallel straight edges knife-2 and knife-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [knife]: knife and victim-torso are 4 apart on centerlines nearest (32, 34)<->(36, 34); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [knife]: knife and money are 5.31476 apart on centerlines nearest (32, 34)<->(36.7871, 31.6912); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [victim-torso]: victim-torso and money are 0.468753 apart on centerlines nearest (36, 30.3598)<->(36.4688, 30.3598); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [victim-torso]: victim-torso and money-stem are 4 apart on centerlines nearest (36, 26)<->(40, 26); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 2 undersized holes; 3 pinches",
588d68f8-b31a-4c4c-97e2-20473cedb4a3,pictographic-primitives/food/food allegic vegan meal 1_588d68f8-b31a-4c4c-97e2-20473cedb4a3.svg,Crossed Out Four Leaf Clover,primitives-drawn,bounds,bounds spacing,2,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (3.03425, 3.03425, 45.0955, 45.0955) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.9657, 0.9657, 1.0955, 1.0955], tolerance 0.0) || mic [slash]: slash and upper-leaves are 5.65685 apart on centerlines nearest (14, 14)<->(18, 10); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [slash]: slash and lower-leaves are 5.65685 apart on centerlines nearest (14, 14)<->(10, 18); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [slash]: slash and vein-upper are 5.65685 apart on centerlines nearest (20, 20)<->(24, 16); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [slash]: slash and vein-lower are 5.65685 apart on centerlines nearest (20, 20)<->(16, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [upper-leaves]: upper-leaves and vein-upper are 6.19453 apart on centerlines nearest (32.9917, 11.4279)<->(27, 13); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [lower-leaves]: lower-leaves and vein-lower are 6.19453 apart on centerlines nearest (11.4279, 32.9917)<->(13, 27); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
4a264e06-6d44-57cc-8176-d57369c6c0ee,pictographic-primitives/health/autism disorder symptoms_4a264e06-6d44-57cc-8176-d57369c6c0ee.svg,Head Profile with Puzzle Piece,primitives-drawn,bounds,bounds parallel spacing,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (4, 3.98075, 44, 44) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0, 0.0193, 0.0, 0.0], tolerance 0.0) || mic [profile]: parallel straight edges forehead-top and piece-right-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [piece]: parallel straight edges piece-right-2 and socket-left are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (overlap-fallback) || mic [profile]: profile and piece are 3 apart on centerlines nearest (14, 26)<->(14, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
93ee9247-04b8-4aa1-b24d-f007fa02d450,pictographic-primitives/interface-essential/web form progress_93ee9247-04b8-4aa1-b24d-f007fa02d450.svg,Horizontal Stepped Progress Indicator,primitives-drawn,bounds,bounds,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (2, 16, 46, 32) does not match the HRECT_M envelope (2, 8, 46, 40) (deltas [0.0, 8.0, 0.0, 8.0], tolerance 0.0)",
98f6fd32-ffa9-4713-85d4-721b3399c95c,pictographic-primitives/messages/sign language thank you_98f6fd32-ffa9-4713-85d4-721b3399c95c.svg,Thank You Sign Language Hand Gesture,primitives-drawn,bounds,bounds spacing holes,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (3.78127, 4, 48, 44) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.2187, 0.0, 4.0, 0.0], tolerance 0.0) || mic [index-side]: index-side and middle-left are 0.196116 apart on centerlines nearest (19.8077, 15.9615)<->(20, 16); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [palm]: palm and ring-right are 5 apart on centerlines nearest (36, 31)<->(33, 27); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [palm]: palm and little-side are 3.60555 apart on centerlines nearest (36, 31)<->(39, 29); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [palm]: palm and motion are 1.62338 apart on centerlines nearest (36, 31)<->(36.7753, 29.5737); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [middle-right]: middle-right and ring-left are 0.737154 apart on centerlines nearest (27.2755, 12.8642)<->(28, 13); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [middle-right]: middle-right and motion are 5 apart on centerlines nearest (25, 25)<->(29, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [ring-right]: ring-right and little-tip are 0.149906 apart on centerlines nearest (34.8539, 18.9663)<->(35, 19); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [ring-right]: ring-right and motion are 1.30278 apart on centerlines nearest (33, 27)<->(32.7838, 28.2847); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [little-side]: little-side and motion are 1.68832 apart on centerlines nearest (39, 29)<->(37.9732, 30.3402); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 3 undersized holes; 0 pinches",
cf0d9970-8b38-5723-b109-a3be9696acdb,pictographic-primitives/rating/rating star three_cf0d9970-8b38-5723-b109-a3be9696acdb.svg,Three Star Rating,primitives-drawn,bounds,bounds spacing pinches holes,0,,"mic [star-0]: star-0 and star-1 are 2 apart on centerlines nearest (16, 20)<->(18, 20); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [star-1]: star-1 and star-2 are 2 apart on centerlines nearest (30, 20)<->(32, 20); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 3 undersized holes; 3 pinches || canvas/keyshape bounds: visible ink (2, 15, 46, 33) does not match the HRECT_M envelope (2, 8, 46, 40) (deltas [0.0, 7.0, 0.0, 7.0], tolerance 0.0) || mic [star-0]: star-0 and star-1 are 2 apart on centerlines nearest (16, 22)<->(18, 22); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [star-1]: star-1 and star-2 are 2 apart on centerlines nearest (30, 22)<->(32, 22); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
8032e556-8b26-54fa-ba05-e7108d122eaf,pictographic-primitives/sports/sport curling_8032e556-8b26-54fa-ba05-e7108d122eaf.svg,Curling Stone and Broom,primitives-drawn,bounds,bounds spacing,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (4, 4, 44, 44.1803) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0, 0.0, 0.0, 0.1803], tolerance 0.0) || mic [stone-side]: stone-side and broom-head are 3.19211 apart on centerlines nearest (10, 36)<->(13.1291, 36.631); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [broom-head]: broom-head and marker are 6.84976 apart on centerlines nearest (27, 35)<->(33.2621, 37.7758); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
17c7d2fd-712c-4723-bb68-d76fbbb8bbd0,pictographic-primitives/video-games/batch-04/gaming award_17c7d2fd-712c-4723-bb68-d76fbbb8bbd0.svg,Laurel Wreath Victory Symbol,primitives-drawn,bounds,bounds spacing pinches holes,1,primitive-make-ray/invalid,"canvas/keyshape bounds: visible ink (3.94972, 4, 44.0503, 44) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0503, 0.0, 0.0503, 0.0], tolerance 0.0) || mic [left-stem]: left-stem and left-leaf1 are 3.90155 apart on centerlines nearest (12.7034, 21.0209)<->(8.90216, 21.8999); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [left-stem]: left-stem and left-leaf2 are 3.79529 apart on centerlines nearest (16.9627, 30.605)<->(13.8415, 32.7642); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [left-leaf1]: left-leaf1 and left-leaf2 are 6.22896 apart on centerlines nearest (9, 24)<->(8.99217, 30.229); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [right-stem]: right-stem and right-leaf1 are 3.90155 apart on centerlines nearest (35.2966, 21.0209)<->(39.0978, 21.8999); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [right-stem]: right-stem and right-leaf2 are 3.79529 apart on centerlines nearest (31.0373, 30.605)<->(34.1585, 32.7642); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [right-leaf1]: right-leaf1 and right-leaf2 are 6.22896 apart on centerlines nearest (39, 24)<->(39.0078, 30.229); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 6 undersized holes; 6 pinches",
